"fno_임가_번호","age_연령별","ara1_지역별","de2_전/겸업별","jong_업종별","de2_1_가구원수별","ffsize_임지규모별","FOI_임가소득","OI_경상소득","FONP_임가순소득","FMI_임업소득","EFMI_임업외소득","TI_이전소득","NOI_비경상소득","HE_가계지출","CE_소비지출","NLE_비소비지출","FODI_임가처분가능소득","FOES_임가경제잉여","FMGR_임업총수입","FMOC_임업경영비","SJI_겸업소득","SJR_겸업수입","SJE_겸업지출","NBI_사업외소득","NBR_사업외수입","NBE_사업외지출","PR_재산적수입","PE_재산적지출","capt_b_기초_자본(순재산)","capt_e_기말_자본(순재산)","a00011_연초보유","a00012_연말보유","wt21_가중치"
6106,5,36,2,4,1,1,37752893,35932893,11738553,-363690,12102243,24194340,1820000,51395740,50798570,597170,37155723,-13642847,5814000,6177690,8282243,21648333,13366090,3820000,3820000,0,0,17000000,312174400,294650610,1403800,1614510,156.264705882353
6107,3,36,3,4,1,1,16194095,14894095,13694095,2541910,11152185,1200000,1300000,20773163,18924963,1848200,14345895,-4579068,8500000,5958090,-497815,979900,1477715,11650000,11650000,0,0,4000000,142266700,134480990,1370600,1392790,156.264705882353
6110,5,36,3,7,1,2,34953641,33724062,20468532,5666280,14802252,13255530,1229579,24926377,23277177,1649200,33304441,10027264,6730000,1063720,8202252,12285427,4083175,6600000,6600000,0,0,9000000,696619900,700387110,1428800,1583610,68.1666666666667
6111,5,36,3,1,2,2,25236282,23611282,13608922,-807300,14416222,10002360,1625000,26055610,24806090,1249520,23986762,-819328,3432500,4239800,12516222,15726272,3210050,1900000,1900000,0,0,11050000,557330600,544409178,1564200,1287578,89.5
6112,5,36,2,8,1,1,21625460,19415460,8753460,4443920,4309540,10662000,2210000,15699794,14949084,750710,20874750,5925666,17821680,13377760,4309540,5586435,1276895,0,0,0,10000000,170000,352183620,326791767,1275900,1160267,141.25
6113,4,36,2,8,1,2,16902953,15342953,10339293,-1349180,11688473,5003660,1560000,31892150,25414450,6477700,10425253,-14989197,4129550,5478730,11688473,14381090,2692617,0,0,0,714000,3080000,873001800,858129540,1450100,1231940,141.25
6114,5,36,3,1,1,2,23595713.9,19505442,-8539928,-2348770,-6191158,28045370,4090271.9,25037591,23432001,1605590,21990123.9,-1441877.1,2125900,4474670,-6526158,7849170,14375328,335000,335000,0,16000000,4463000,830043700,683768100,1547900,1539300,32.3636363636364
6115,4,36,3,1,1,1,26616097,25836097,18516097,-3800150,22316247,7320000,780000,25930145,25469955,460190,26155907,685952,404500,4204650,22316247,24073110,1756863,0,0,0,4000000,2290000,192055500,163444920,1563500,1314520,15.3076923076923
6116,5,36,3,4,1,2,32882288,32232288,17648288,6711530,10936758,14584000,650000,16881272,16775072,106200,32776088,16001016,9660000,2948470,10936758,14239970,3303212,0,0,0,5500000,4280000,357682900,347987260,1391000,1641060,156.264705882353
6117,5,36,3,8,1,1,55689392.8,49681734,36639714,2406489,34233225,13042020,6007658.8,31890393,27628143,4262250,51427142.8,23798999.8,4864169,2457680,32426355,43641625,11215270,1806870,1806870,0,844290,9048000,314341990,291240250,2442200,1989950,196.583333333333
6118,5,36,2,8,1,1,22216050,18511050,-2303030,-2019220,-283810,20814080,3705000,23133180,22212180,921000,21295050,-917130,21000,2040220,-283810,761340,1045150,0,0,0,17000000,10000000,220286700,196356634,1218900,1961934,206.888888888889
6119,5,36,2,3,1,1,20404727.2,18900700,11167780,10764170,403610,7732920,1504027.2,25485422,24131382,1354040,19050687.2,-5080694.8,12792350,2028180,403610,2414870,2011260,0,0,0,300000,1200000,198531600,192345186,1398000,1634686,75.6153846153846
6120,3,36,3,7,2,1,87611177,73954177,40662177,19078415,21583762,33292000,13657000,74520106,66694876,7825230,79785947,13091071,23905000,4826585,15773762,118759290,102985528,5810000,5810000,0,140778000,40660000,998956000,891461350,1278900,1888450,68.1666666666667
6121,5,36,2,1,1,5,75083712,74299500,67325500,63041500,4284000,6974000,784212,26927510,26020510,907000,74176712,48156202,112350000,49308500,4284000,4284000,0,0,0,0,12000000,0,808580200,757191330,1768900,2254730,15.3076923076923
6122,5,36,2,7,1,1,-59407315,-60187315,-65198995,-72587000,7388005,5011680,780000,41632686,39934386,1698300,-61105615,-101040001,74000000,146587000,-891995,2378570,3270565,8280000,8280000,0,82000000,800000,603357700,502570870,1596300,1272470,68.1666666666667
6123,5,36,3,1,1,4,20856067,20076067,11882987,-250270,12133257,8193080,780000,15282138,15197538,84600,20771467,5573929,696000,946270,-2296743,2067770,4364513,14430000,14430000,0,4000000,0,531373800,522976700,1430800,1547500,89.5
6124,5,36,3,1,1,2,4702110,3922110,11230,-734980,746210,3910880,780000,18728780,18290350,438430,4263680,-14026670,1250000,1984980,746210,2436370,1690160,0,0,0,3000000,0,669872700,671181630,1262600,1748330,32.3636363636364
6125,4,36,3,3,1,1,22992015,21692015,5552015,9186830,-3634815,16140000,1300000,25654300,25318750,335550,22656465,-2662285,12774000,3587170,-3634815,12404910,16039725,0,0,0,12000000,15000000,219281400,245276220,1528900,2161320,75.6153846153846
6126,5,36,2,3,1,1,32700755,31868755,14572085,2224950,12347135,17296670,832000,27674864,23564914,4109950,28590805,5025891,4602000,2377050,10187135,12885215,2698080,2160000,2160000,0,1564700,7595000,145887400,144242110,1681200,1427710,75.6153846153846
6127,2,36,2,4,5,1,65497050,63287050,60287050,-2585130,62872180,3000000,2210000,58414540,49492670,8921870,56575180,7082510,5100000,7685130,10902180,21810370,10908190,51970000,51970000,0,5000000,9830000,219191400,191385580,1406800,1768780,156.264705882353
6128,5,36,3,8,1,1,7380460,7250460,4572460,112340,4460120,2678000,130000,7373700,7162700,211000,7169460,6760,517500,405160,2300120,3681750,1381630,2160000,2160000,0,2000000,0,168619500,158030230,1539700,1363630,196.583333333333
6129,5,36,2,8,1,2,12281175,8446175,773305,-632120,1405425,7672870,3835000,9360050,9305050,55000,12226175,2921125,402500,1034620,-964575,245670,1210245,2370000,2370000,0,1500000,1100000,149847100,143165690,2003500,1577990,196.583333333333
6131,5,36,3,8,1,2,23784155,23030155,14451915,789190,13662725,8578240,754000,27160224,25255324,1904900,21879255,-3376069,3705000,2915810,13662725,20006910,6344185,0,0,0,4500000,3181000,396489200,369661300,1561100,1745800,141.25
6132,5,36,2,8,1,2,14958320,14633320,8206200,3704885,4501315,6427120,325000,14603946,14442946,161000,14797320,354374,7728285,4023400,4501315,5403225,901910,0,0,0,0,10640000,158602900,160431344,1254400,1253444,141.25
6133,5,36,2,8,1,3,19002611,17377611,2376971,-767810,3144781,15000640,1625000,24449267,22694267,1755000,17247611,-5446656,2463560,3231370,2484781,4762986,2278205,660000,660000,0,0,1500000,254154200,249719867,1582500,1581467,196.583333333333
6134,3,36,3,7,4,1,-13966847,-14096847,-21088647,10381745,-31470392,6991800,130000,87930266,60650396,27279870,-41246717,-101897113,13605000,3223255,-31470392,24815150,56285542,0,0,0,53287341,43110000,1529317600,1618610584,1707900,1507184,68.1666666666667
6135,4,36,2,6,1,2,16996980,16671980,16071980,10880,16061100,600000,325000,22610150,22115950,494200,16502780,-5613170,12230000,12219120,-548900,55000,603900,16610000,16610000,0,6116000,420000,416890300,360448710,1453000,1521410,29.75
6136,4,36,2,1,1,1,299599096.5,290607576.5,285827576.5,272791656.5,13035920,4780000,8991520,84049391,49660269,34389122,265209974.5,215549705.5,336550798.5,63759142,3579230,4016000,436770,9456690,9456690,0,12727434,68120000,92143112,107678650,1451600,1550350,10.9
6137,5,36,3,8,1,1,65216955,64527955,49255715,-4335150,53590865,15272240,689000,46955758,45491958,1463800,63753155,18261197,1667500,6002650,6014865,10498810,4483945,47576000,47576000,0,1500000,15780000,359370300,340767000,1548600,1396600,196.583333333333
6138,5,36,3,5,1,1,35905586,32772586,19978546,707270,19271276,12794040,3133000,30527574,27205414,3322160,32583426,5378012,1645360,938090,1129970,1471580,341610,18141306,18141306,0,7227680,4450300,261805980,245879560,1343300,1888360,127.333333333333
6139,4,36,3,7,1,1,31118445,29363445,15494035,8731620,6762415,13869410,1755000,12209197,11339997,869200,30249245,18909248,11800000,3068380,1882415,10807700,8925285,4880000,4880000,0,3400000,230000,245803700,232485170,1405700,1708770,39.469387755102
6140,5,36,2,7,1,1,96624605,84294605,65833425,31990020,33843405,18461180,12330000,38575090,25826910,12748180,83876425,58049515,35955000,3964980,-643785,472550,1116335,34487190,34487190,0,3500000,5510000,423721400,414435340,1401400,1688540,39.469387755102
6142,2,36,3,7,4,1,146421543,144796543,125872023,63773000,62099023,18924520,1625000,36502385,36502385,0,146421543,109919158,66509100,2736100,17999023,19748398,1749375,44100000,44100000,0,0,39341030,598900600,573791760,1562600,2307560,39.469387755102
6143,4,36,2,7,1,1,51282006,50294006,33907816,32039614,1868202,16386190,988000,36906990,32726012,4180978,47101028,14375016,68032350,35992736,-2881798,3307340,6189138,4750000,4750000,0,17600000,36095000,439048100,449761759,1791900,1719759,39.469387755102
6144,4,36,3,7,2,1,59039778.5,56611046,49273046,52742803,-3469757,7338000,2428732.5,37661407,33634657,4026750,55013028.5,21378371.5,65739000,12996197,-3849757,38605723,42455480,380000,380000,0,0,3680000,792312800,736614752,1285100,1437952,39.469387755102
6145,5,36,2,7,2,1,49711870,40494870,27179710,22602930,4576780,13315160,9217000,39063338,32017918,7045420,42666450,10648532,25879000,3276070,2279780,3255880,976100,2297000,2297000,0,67850000,3600000,463211200,393777120,1293100,1561520,39.469387755102
6146,5,36,2,7,1,1,46748801,43481433,26643483,25097065,1546418,16837950,3267368,13769580,13510840,258740,46490061,32979221,30396000,5298935,1546418,4030227,2483809,0,0,0,16437887,21260000,472645687,466257757,1349700,1595557,39.469387755102
6149,4,36,3,4,1,1,116237620.6,99217358,87888594,8792333,79096261,11328764,17020262.6,58400373,41755057,16645316,99592304.6,57837247.6,34166746,25374413,77734746,93732779,15998033,1361515,1361515,0,3769248,31598000,287022548,262267508,1553900,1655508,156.264705882353
6150,4,36,3,4,1,1,2826815,1916815,-5654305,-8364790,2710485,7571120,910000,19043830,18060510,983320,1843495,-16217015,1469250,9834040,2710485,10242480,7531995,0,0,0,5000000,0,2292500,-15592870,1502100,1324630,156.264705882353
6151,5,36,2,7,1,1,79155920,77868920,41141570,36586250,4555320,36727350,1287000,22425022,19465222,2959800,76196120,56730898,53299250,16713000,-680120,578770,1258890,5235440,7280000,2044560,0,18750000,387918200,403827390,1344400,1811190,39.469387755102
6152,5,36,2,7,1,1,33889589,27324589,17376739,-38881910,56258649,9947850,6565000,42210616,31186286,11024330,22865259,-8321027,16144000,55025910,32092825,37799143,5706318,24165824,24165824,0,0,208960000,1000132200,1102366280,2375900,2387380,39.469387755102
6155,5,36,2,7,1,1,50390830,48837330,32689924,12221790,20468134,16147406,1553500,16041772,15789772,252000,50138830,34349058,17881700,5659910,3537922,5343010,1805088,16930212,16930212,0,3064834,13000000,322752734,335495630,1516700,1935430,39.469387755102
6158,4,36,3,7,1,1,33587654,32742654,18841434,18214840,626594,13901220,845000,14902570,13990910,911660,32675994,18685084,28083500,9868660,-495995,7701610,8197605,1122589,1122589,0,200000,0,164580300,159980325,1574000,1771025,39.469387755102
6160,5,36,3,3,1,1,60774785,58924785,41181975,28045020,13136955,17742810,1850000,20896750,19537550,1359200,59415585,39878035,29564000,1518980,13015955,13741050,725095,121000,121000,0,0,9830160,125396900,132592520,1390200,2425160,75.6153846153846
6161,5,36,2,3,1,3,56777515.6,52611561,34365841,33790078,575763,18245720,4165954.6,11247937,10988657,259280,56518235.6,45529578.6,37795964,4005886,303697,924264,620567,272066,272066,0,2900000,17560000,278886800,291463605,1237500,1559205,75.6153846153846
6162,5,36,2,3,1,1,28538075,27105735,10266455,5700790,4565665,16839280,1432340,13319850,12546690,773160,27764915,15218225,8461890,2761100,2017765,4450440,2432675,2547900,2547900,0,0,20220000,186894800,201934445,1594900,1505045,75.6153846153846
6163,3,36,3,2,1,2,309988464.2,300596859,261884776,4055810,257828966,38712083,9391605.2,44934256,36629906,8304350,301684114.2,265054208.2,14308500,10252690,251223971,383246761,132022790,6604995,6604995,0,184048403,379632000,761144403,905974364,1302800,1953864,124.896551724138
6164,5,36,2,3,1,1,59890117,59276397,40880427,27480764,13399663,18395970,613720,28129202,28109402,19800,59870317,31760915,32621784,5141020,10699663,14668885,3969222,2700000,2700000,0,1225000,13000000,242950992,225747877,1833000,1522085,75.6153846153846
6165,4,36,2,3,1,3,31897238,31247238,16013692,4676660,11337032,15233546,650000,17321926,16243196,1078730,30818508,14575312,9132500,4455840,1717032,6072500,4355468,9620000,9620000,0,5000000,20904970,613057500,612245979,1387100,1567879,75.6153846153846
6166,5,36,2,1,1,1,79419520,78574520,57370800,60673760,-3302960,21203720,845000,25392980,25094910,298070,79121450,54026540,65282500,4608740,-3302960,0,3302960,0,0,0,5120000,10590000,255546632,310844762,1720600,1230530,32.3636363636364
6167,3,36,2,4,1,3,44148517.6,34907460,30976247,7382247,23594000,3931213,9241057.6,48134756,34550641,13584115,30564402.6,-3986238.4,10272262,2890015,7454000,22495219,15041219,16140000,16140000,0,52684643,9210000,402208143,347331002,1306800,1939802,156.264705882353
6168,3,36,2,2,1,2,53874510,52353510,46014410,19763790,26250620,6339100,1521000,38219878,31529176,6690702,47183808,15654632,30252250,10488460,-67840,3075990,3143830,26318460,26318460,0,25336770,75733055,373030333,396446163,1586200,1463830,156.25
6169,4,36,2,1,1,5,-27893560,-27893560,-29493560,-26514000,-2979560,1600000,0,39042734,34328094,4714640,-32608200,-66936294,10248875,36762875,-2979560,0,2979560,0,0,0,173000000,170000000,601743564,403936364,1371400,1249400,32.3636363636364
6171,4,36,2,2,1,1,15338605,14493605,2793605,1309400,1484205,11700000,845000,8680672,8473272,207400,15131205,6657933,2356500,1047100,1484205,2751950,1267745,0,0,0,0,2220940,95430600,96292390,1545500,2334990,124.896551724138
6172,4,36,3,2,1,1,70333835,26333835,19833835,-1689225,21523060,6500000,44000000,52449248,45713738,6735510,63598325,17884587,3715000,5404225,21033060,37797000,16763940,490000,490000,0,0,1800000,110031600,97318010,1568400,1212110,124.896551724138
6173,5,36,2,1,1,2,12131741,11416741,2913621,-1885654,4799275,8503120,715000,29341047,28935157,405890,11725851,-17209306,275526,2161180,1859275,2280000,420725,2940000,2940000,0,109504,13100000,277193804,280759087,1691300,2179887,15.3076923076923
6174,3,36,3,2,1,1,31084025,31084025,30484025,2240000,28244025,600000,0,21796420,20374420,1422000,29662025,9287605,2850000,610000,14678625,26138000,11459375,13565400,13565400,0,13000000,21130000,105793000,102507180,1447700,2111380,124.896551724138
6175,3,36,2,3,1,2,27948070,27948070,18138070,12215270,5922800,9810000,0,27763360,21337770,6425590,21522480,184710,17475000,5259730,-97200,0,97200,6020000,6020000,0,7050000,8700000,153708400,147997890,1644600,2074790,75.6153846153846
6176,4,36,3,3,2,2,80111985,54585135,44844135,3976830,40867305,9741000,25526850,46709550,41069560,5639990,74471995,33402435,4832500,855670,15598305,20092800,4494495,25269000,25269000,0,0,8160000,178586400,172365900,1754600,1796400,75.6153846153846
6177,5,36,2,3,1,3,23485714,20598375,8435205,6537090,1898115,12163170,2887339,15153577,14156607,996970,22488744,8332137,11969200,5432110,1898115,3768820,1870705,0,0,0,20000000,12820000,369480700,356167742,2105200,1901942,75.6153846153846
6179,5,36,2,3,1,4,84686712.5,80069717,62668882,46537852,16131030,17400835,4616995.5,48524456,37435666,11088790,73597922.5,36162256.5,55754385,9216533,16083224,23367004,7283780,47806,47806,0,16500000,74492000,813340940,867240208,1746800,2814968,75.6153846153846
6180,4,36,3,3,1,4,97062995.8,94741851,64354521,27732835,36621686,30387330,2321144.8,32228679,28607799,3620880,93442115.8,64834316.8,33390000,5657165,36621686,57150927,20529241,0,0,0,300000,43659851,217313000,215920021,1598900,1828021,75.6153846153846
6181,5,36,2,2,1,2,22913730,22263730,15903730,4100350,11803380,6360000,650000,8405420,8223420,182000,22731730,14508310,4336050,235700,11803380,13865700,2062320,0,0,0,0,2690000,382358500,376623200,1461400,1520900,124.896551724138
6182,5,36,3,7,1,1,29313672.8,26488916,14677186,-2847145,17524331,11811730,2824756.8,35005649,33401949,1603700,27709972.8,-5691976.2,2175000,5022145,10394020,10560000,165980,7130311,7130311,0,34300000,29300000,456822400,420269574,1711200,1570974,68.1666666666667
6183,5,36,2,1,1,2,-14228360,-14878360,-22398360,-23343840,945480,7520000,650000,27728980,25377380,2351600,-16579960,-41957340,7875750,31219590,945480,5864480,4919000,0,0,0,1000000,3600000,531241900,550924100,1224300,1912700,15.3076923076923
6184,5,36,2,6,2,2,10336645,10336645,3309655,2823029,486626,7026990,0,39789647,34895842,4893805,5442840,-29453002,36016564,33193535,486626,3051840,2565214,0,0,0,0,3000000,668430200,585964331,1589200,2064031,29.75
6185,4,36,2,6,1,1,10581451,8936451,3806451,-6385039,10191490,5130000,1645000,42363136,39826488,2536648,8044803,-31781685,19457701,25842740,3726490,5489350,1762860,6465000,8745000,2280000,5000000,1000000,316396300,266728700,2772900,1229800,29.75
6187,4,36,2,7,1,1,31246819,28126819,14669519,-26816565,41486084,13457300,3120000,36021190,30181030,5840160,25406659,-4774371,17209725,44026290,40486084,53602140,13116056,1000000,1000000,0,11950000,3265000,774342400,695494201,1305400,1366501,44.2352941176471
6188,4,36,2,4,2,1,22031777,18976777,18376777,2654882,15721895,600000,3055000,21813785,19139615,2674170,19357607,217992,15767000,13112118,15721895,17962105,2240210,0,0,0,0,22500000,359625800,350763470,1316000,1795970,156.264705882353
6189,2,36,1,4,4,1,61695750,60395750,60395750,45481750,14914000,0,1300000,30079427,28846027,1233400,60462350,31616323,73000000,27518250,6394000,6394000,0,8520000,8520000,0,0,15000000,92521100,119025260,2714300,2404160,156.264705882353
6190,4,36,3,4,1,1,41098130,40448130,39316130,16963780,22352350,1132000,650000,19827650,17762320,2065330,39032800,21270480,27009020,10045240,17993350,19211750,1218400,4359000,4359000,0,0,1500000,375326600,379301610,1684600,1512310,156.264705882353
6191,5,36,3,4,2,1,12818335,10673335,-2184625,-601790,-1582835,12857960,2145000,23052580,22016380,1036200,11782135,-10234245,4545000,5146790,-1582835,1648620,3231455,0,0,0,138500000,5870000,412314100,280906937,1291000,1842037,156.264705882353
6192,4,36,3,4,1,1,35497293,34327293,33527293,19121700,14405593,800000,1170000,23946632,19897112,4049520,31447773,11550661,25455000,6333300,10125593,13646650,3521057,4280000,4280000,0,0,15640000,335726700,339796910,1542300,1535610,156.264705882353
6193,5,36,3,4,2,1,41500659,39810659,34994570,15692400,19302170,4816089,1690000,45801690,36521690,9280000,32220659,-4301031,19100000,3407600,-267830,702440,970270,19570000,26900000,7330000,0,6000000,667617000,657743580,1911900,1361880,156.264705882353
6194,5,40,2,7,1,1,71340351,69221351,50784471,42958350,7826121,18436880,2119000,26894381,23521371,3373010,67967341,44445970,45812450,2854100,4536121,5308461,772340,3290000,3290000,0,0,2435000,330620600,328619690,1285100,1231090,109.438596491228
6195,5,40,2,7,1,1,42506800,42181800,32552660,32759610,-206950,9629140,325000,9718775,9416975,301800,42205000,32788025,38933000,6173390,-206950,123480,330430,0,0,0,4200000,2100000,701610400,693579620,1348600,2078220,109.438596491228
6196,5,40,2,7,1,1,33556432,32906432,21321402,21002500,318902,11585030,650000,13309330,13140080,169250,33387182,20247102,25500000,4497500,318902,1164840,845938,0,0,0,2500000,1650000,329738100,312595800,1416700,1742300,109.438596491228
6197,4,40,2,7,1,1,33479645,32829645,23369045,15644270,7724775,9460600,650000,18685490,18405940,279550,33200095,14794155,18710000,3065730,1024775,1851715,826940,6700000,6700000,0,2000000,1100000,861590300,845776690,1513200,1898490,109.438596491228
6198,5,40,2,7,1,1,29723370,28423370,19005060,12387220,6617840,9418310,1300000,24143817,23212327,931490,28791880,5579553,17461850,5074630,-82160,962020,1044180,6700000,6700000,0,3000000,3025000,582406600,575720550,1077500,1965150,109.438596491228
6201,4,40,3,7,3,1,64796980,64471980,57720670,18398290,39322380,6751310,325000,23203042,20799302,2403740,62393240,41593938,20238500,1840210,-811620,0,811620,40134000,40134000,0,0,4420000,494292540,485283200,1616000,1684360,109.438596491228
6202,5,40,3,7,1,1,11089535,11089535,5819235,5701650,117585,5270300,0,19700060,19247500,452560,10636975,-8610525,9350000,3648350,-1502415,2362500,3864915,1620000,1620000,0,2000000,40000,120049900,110019600,1520000,1780000,109.438596491228
6203,5,40,2,7,1,1,11922197,11922197,1722297,1433280,289017,10199900,0,17626410,17434330,192080,11730117,-5704213,10200000,8766720,289017,2911800,2622783,0,0,0,0,3117000,378378700,372896810,983700,1475310,109.438596491228
6204,5,40,2,7,2,1,47218830,46243830,41296830,36688100,4608730,4947000,975000,21865300,21045300,820000,46398830,25353530,42540000,5851900,4608730,4649530,40800,0,0,0,4000000,0,609342100,594288800,1306300,1562100,109.438596491228
6205,5,40,2,7,1,1,29836140,28169540,6972790,798580,6174210,21196750,1666600,32230103,29972123,2257980,27578160,-2393963,11814000,11015420,5224210,7044600,1820390,950000,950000,0,0,7405000,463497300,461882886,1374600,1896686,109.438596491228
6206,4,36,2,2,1,2,14490780,14475180,1461210,1787840,-326630,13013970,15600,11730890,10613090,1117800,13372980,2759890,3626000,1838160,-326630,0,326630,0,0,0,0,4490000,288660800,286445130,2796000,1550230,124.896551724138
6207,5,36,3,5,1,1,31170282,31170282,8122582,11030640,-2908058,23047700,0,21730819,20015799,1715020,29455262,9439463,11540000,509360,-2908058,0,2908058,0,0,0,1000000,3570000,329607000,321156131,1458900,1764631,68.875
6208,3,36,2,4,1,1,56096931,55376341,51177871,31673566,19504305,4198470,720590,35272269,29016416,6255853,49841078,20824662,41453546,9779980,119299,1657800,1538501,19385006,19385006,0,4005850,27815000,314184050,321650080,1554100,1772480,156.264705882353
6209,5,36,2,3,1,2,15570510,15426470,5489320,2658450,2830870,9937150,144040,15200777,13625307,1575470,13995040,369733,5385000,2726550,189070,2607760,2418690,2641800,2646000,4200,2500000,690000,163695800,156439230,1340800,1673130,75.6153846153846
6210,3,36,2,4,2,1,7983350,6358350,-1841650,-1537000,-304650,8200000,1625000,27742810,25924810,1818000,6165350,-19759460,7000000,8537000,-304650,0,304650,0,0,0,4000000,0,169567600,153755190,1425400,1225490,156.264705882353
6211,3,36,2,4,2,1,40092255,37427255,37127255,5599580,31527675,300000,2665000,48642966,45401666,3241300,36850955,-8550711,16600000,11000420,5247675,7311600,2063925,26280000,28000000,1720000,0,16440000,251316100,249402530,1566000,1833930,156.264705882353
6212,5,36,1,4,1,1,25017508,23739608,12276168,12996286,-720118,11463440,1277900,15651960,15176960,475000,24542508,9365548,19711186,6714900,-720118,1024810,1744928,0,0,0,0,4700000,170401700,163422140,1647200,1596740,156.264705882353
6213,5,36,2,5,1,1,42254196,36079196,22919196,1941250,20977946,13160000,6175000,18200630,17934220,266410,41987786,24053566,8297550,6356300,11920416,17306316,5385900,9057530,9057530,0,0,36500000,175751500,203283860,1723000,1729460,127.333333333333
6215,5,36,2,5,1,1,74761518,70355918,47850468,21331823,26518645,22505450,4405600,18859437,17998217,861220,73900298,55902081,28795503,7463680,3196620,5212830,2016210,23322025,23352025,30000,0,210000,250260100,242338820,1309000,1141220,127.333333333333
6216,5,36,2,8,1,1,22332008,21344008,11385538,3139445,8246093,9958470,988000,8094322,7808472,285850,22046158,14237686,3722225,582780,7986093,10638388,2652295,260000,260000,0,0,9100000,230519400,239223459,1386700,2460659,196.583333333333
6217,4,36,2,7,1,1,-1526020,-1851020,-2751020,-3580300,829280,900000,325000,13321620,13221620,100000,-1626020,-14847640,160000,3740300,829280,2834280,2005000,0,0,0,0,0,203836500,195017500,1531400,1239000,39.469387755102
6218,5,36,3,4,1,1,9698930,-6629070,-17241580,-15696040,-1545540,10612510,16328000,28505855,26806345,1699510,7999420,-18806925,0,15696040,-3867540,1667720,5535260,2322000,2322000,0,3000000,1400000,883411800,829090931,1536400,1868131,156.264705882353
6221,3,36,1,6,1,1,-22946309,-22946309,-22946309,-22576968,-369341,0,0,24728539,21986979,2741560,-25687869,-47674848,200372319,222949287,-369341,152000,521341,0,0,0,123000000,123331000,714796100,640886789,1501800,2003889,21.1428571428571
6222,1,36,2,6,5,1,24686573,24686573,24086573,17990573,6096000,600000,0,48170722,45674044,2496678,22189895,-23484149,115605000,97614427,6096000,6360000,264000,0,0,0,0,30500000,153570300,110951640,1593200,1662040,17.6451612903226
6223,4,36,2,7,3,2,102288495,101508495,90628495,85396985,5231510,10880000,780000,28478320,24534320,3944000,98344495,73810175,113430250,28033265,4691510,10517520,5826010,540000,540000,0,14800000,14300000,695783200,671647400,1328200,1850600,44.2352941176471
6224,4,36,2,6,2,5,66130670,64700670,9717110,-123240,9840350,54983560,1430000,34679895,34410425,269470,65861200,31450775,22395000,22518240,-119650,432270,551920,9960000,9960000,0,1000000,18027000,267331300,245068790,1013500,1423190,29.75
6226,4,36,3,7,1,1,170235865,170235865,169635865,169782860,-146995,600000,0,33931782,27811002,6120780,164115085,136304083,193136750,23353890,-146995,276780,423775,0,0,0,1000000,2060000,546070400,528941930,1556600,1488830,44.2352941176471
6227,5,36,2,7,1,1,43894342.4,38586437,17234897,14079900,3154997,21351540,5307905.4,28961962,26263962,2698000,41196342.4,14932380.4,21000000,6920100,1894997,2713950,818953,1260000,1260000,0,13781359,4000000,358173759,337643960,2276900,1715660,39.469387755102
6228,3,36,2,3,1,2,104075522.7,90066731,75141401,51975099,23166302,14925330,14008791.7,74078108,54077922,20000186,84075336.7,29997414.7,66190239,14215140,15279842,19929415,4649573,7886460,7886460,0,115417812,128840000,584212488,546497566,1605000,1455190,75.6153846153846
6229,5,36,2,8,1,2,17762952,17073952,6217892,4378330,1839562,10856060,689000,6468941,6263151,205790,17557162,11294011,9750900,5372570,1476190,4618050,3141860,363372,363372,0,2000000,15570000,352553100,359384216,1151300,1591016,206.888888888889
6230,5,36,2,8,2,2,59380022,58171022,19980802,13730981,6249821,38190220,1209000,30137668,29341388,796280,58583742,29242354,17992856,4261875,5619583,9243893,3624310,630238,630238,0,9822000,13870000,459993800,452113605,1592600,1522605,206.888888888889
6231,5,40,3,7,1,1,8610200,8610200,2910000,2966300,-56300,5700200,0,9172400,9172400,0,8610200,-562200,5120000,2153700,-56300,0,56300,0,0,0,3000000,0,180816900,176478700,1449000,2068300,109.438596491228
6234,5,36,3,4,1,2,10561509,9911509,702645,205510,497135,9208864,650000,14968963,14224703,744260,9817249,-4407454,2010000,1804490,367135,4390065,4022930,130000,130000,0,8200000,5800000,282495600,270862619,1647500,1972219,156.264705882353
6235,5,36,2,1,1,2,123292080,122512080,109648080,105014550,4633530,12864000,780000,39497488,36489048,3008440,120283640,83794592,106255000,1240450,-2566470,130800,2697270,7200000,7200000,0,8960000,1041000,619253600,596022560,1397500,1557540,10.9
6236,4,36,3,1,1,1,27488480,27033480,24933480,-8558670,33492150,2100000,455000,23550110,19960680,3589430,23899050,3938370,363500,8922170,28052150,28624500,572350,5440000,5440000,0,4000000,7360000,257804600,247177100,1649900,1730700,15.3076923076923
6238,4,36,2,1,1,1,13443295,13443295,13443295,-4080740,17524035,0,0,54293801,47542531,6751270,6692025,-40850506,0,4080740,-975965,2172500,3148465,18500000,18500000,0,0,16580000,296593652,281959250,1143800,1710798,15.3076923076923
6239,4,36,3,1,1,2,47179025,47179025,47179025,-2370600,49549625,0,0,24088731,16284151,7804580,39374445,23090294,0,2370600,49490021,76703400,27213379,59604,59604,0,5280000,6380000,-6127000,-7058400,1269400,1514600,15.3076923076923
6240,5,36,3,1,1,2,62926895,62534295,51081295,33960300,17120995,11453000,392600,33828640,32878750,949890,61977005,29098255,60315000,26354700,17120995,24150350,7029355,0,0,0,17189000,2400000,688632580,654504380,1249900,2024000,15.3076923076923
