"▣ 연령별","▣ 지역별","▣ 규모별","조성비","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","골목본수_계","▣ 전/겸업별","농약비_만본당","수도광열비_만본당","제재료비_만본당","소농구비_만본당","수선비_만본당","임차료_만본당","위탁영농비_만본당","기타비용_만본당","기계_감가상각비_만본당","시설물_감가상각비_만본당","감가상각비_만본당","자동차비_만본당","자가토지용역비_만본당","임차토지용역비_만본당","토지용역비_만본당","자가노동비_만본당","고용노동비_만본당","급식물비_만본당","노동비_만본당","경영비","고정자본용역비_만본당","유동자본용역비_만본당","자본용역비_만본당","생표고_소계 수량_만본당","건표고_소계(생표고 기준) 수량_만본당","총 생산량(생표고 기준)_만본당","생표고_소계(생표고 기준) 평가액_만본당","건표고_소계(생표고 기준) 평가액_만본당","총 평가액(생표고 기준)_만본당","부산물 생산량_만본당","총 노동시간_보통자가_만본당","총 노동시간_보통자가_남_만본당","총 노동시간_보통자가_여_만본당","총 노동시간_보통고용_만본당","총 노동시간_보통고용_남_만본당","총 노동시간_보통고용_여_만본당","총 노동시간_특수자가_만본당","총 노동시간_특수고용_만본당","총 노동시간_합계_만본당","간벌_시간_만본당","건조_시간_만본당","경운_시간_만본당","관수(살수)_시간_만본당","두둑_시간_만본당","멀칭_시간_만본당","배수로 정비 및 관리_시간_만본당","병해충방제_시간_만본당","보식작업_시간_만본당","선별_시간_만본당","수확 및 운반_시간_만본당","시비_시간_만본당","시설물 보수_시간_만본당","식재(조림)_시간_만본당","열매솎기(적과)_시간_만본당","인공교배 또는 수정_시간_만본당","재배지 정리_시간_만본당","전정_시간_만본당","접목 및 관리_시간_만본당","정지_시간_만본당","제초_시간_만본당","종묘 이식_시간_만본당","차광막 설치_시간_만본당","채종_시간_만본당","꽃눈솎기(적뢰)_시간_만본당","출하_시간_만본당","지주세우기_시간_만본당","일반관리_시간_만본당","파종_시간_만본당","골목 눕히기_시간_만본당","골목 뒤집기_시간_만본당","골목 벌채_시간_만본당","골목 세우기_시간_만본당","골목 폐기_시간_만본당","버섯발생작업_시간_만본당","재배장 소독_시간_만본당","종균접종_시간_만본당","천공작업_시간_만본당","표고세척_시간_만본당","기타_시간_만본당","내급비","소득","직접생산비","간접생산비","생산비 합계_만본당","순수익","가중치"
3,99,1,17169283,0.15,0,0.15,0,0,0.15,0,0.15,0,0,0,0,0,0,0,5000,2,0,18400,0,0,0,0,0,0,307783.333333333,62400,370183.333333333,0,2217600,0,2217600,1252000,420000,200000,1872000,18028105.5677831,129003.606666667,23440.96,152444.566666667,134,0,134,1969800,0,1969800,0,74,74,0,22,22,0,0,0,96,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,42,0,0,0,0,0,0,0,3771805.33221691,-16058305.5677831,19429866.3333333,2370044.56666667,21799910.9,-19830110.9,19.375
3,99,1,17169283,0.16,0.16,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,5000,2,0,8400,0,0,0,0,0,0,34333.3333333333,24960,59293.3333333333,0,2112000,0,2112000,888192,0,0,888192,17236976.3333333,35265.8479999999,11117.7408,46383.5888,744,0,744,8926400,0,8926400,0,54,54,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046575.5888,-8310576.33333333,18125168.3333333,2158383.5888,20283551.9221333,-11357151.9221333,19.375
3,99,1,17169283,0.34,0,0,0.34,0,0.34,0,0,0.34,0,0,0,0,0,0,5000,2,0,12600,0,0,0,0,0,20400,20580,56160,76740,0,3833200,0,3833200,1786256,0,0,1786256,17279023,70554.0408,22558.7744,93112.8152,242,0,242,4826000,0,4826000,0,118,76,42,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5712568.8152,-12453023,19065279,3926312.8152,22991591.8152,-18165591.8152,19.375
3,99,1,17169283,0.4,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0.4,0,6000,2,0,280000,0,0,0,0,0,0,565940.972222222,0,565940.972222222,1258611.11111111,0,110000,110000,5372803.33333333,0,0,5372803.33333333,19383835.0833333,101074.165277778,70094.7613333333,171168.926611111,1393.33333333333,1487.5,2880.83333333333,16345333.3333333,15023750,31369083.3333333,0,351.666666666667,195,156.666666666667,0,0,0,0,0,351.666666666667,0,10,0,0,0,0,0,0,0,0,341.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5543972.25994445,11985248.25,24646638.4166667,281168.926611111,24927807.3432778,6441275.99005555,19.375
3,99,2,17169283,0.74,0,0,0,0.74,0.74,0,0,0,0.74,0,0,0,0,0,15200,2,0,465065.789473684,0,0,0,0,0,46973.6842105263,212657.620614035,13957.8947368421,226615.515350877,397456.140350877,261907.894736842,0,261907.894736842,2794214.47368421,0,0,2794214.47368421,18305394.129386,72423.9194122807,40997.5489473684,113421.468359649,246.710526315789,2912.36842105263,3159.07894736842,2319078.94736842,29414921.0526316,31734000,0,156.578947368421,82.2368421052632,74.3421052631579,0,0,0,19.0789473684211,0,175.657894736842,0,11.8421052631579,0,0,0,0,0,0,0,9.21052631578947,135.526315789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0789473684211,0,0,0,0,0,0,3169543.8367807,13428605.870614,21099608.6030702,375329.363096491,21474937.9661667,10259062.0338333,19.375
4,34,3,17169283,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,23000,2,0,121913.043478261,0,0,0,0,0,0,36599.6376811594,32492.1739130435,69091.8115942029,567934.782608696,0,368260.869565217,368260.869565217,2670802.60869565,302041.739130435,0,2972844.34782609,18598525.2463768,121697.887344928,38374.9916521739,160072.878997101,160.869565217391,459.443478260869,620.313043478261,2259695.65217391,4479573.91304348,6739269.56521739,0,156.95652173913,83.9130434782609,73.0434782608696,17.8260869565217,17.8260869565217,0,10.4347826086957,0,185.217391304348,0,3.47826086956522,0,0,0,0,0,6.52173913043478,0,48.695652173913,116.086956521739,0,0,0,0,0,0,0,0,0,10.4347826086957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830875.48769275,-11859255.6811594,20901066.9855072,528333.748562319,21429400.7340696,-14690131.1688522,19.3636363636364
4,34,3,17169283,3.3,0,0,3.3,0,0,0,0,0,0,3.3,0,0,3.3,0,40000,2,0,115100,0,0,0,0,0,0,794902.395833333,37066.5,831968.895833333,446381.25,0,825000,825000,2431390.75,1746477.25,0,4177868,21134210.3958333,115464.883485833,53232.8032,168697.686685833,242.5,1272.705,1515.205,3683600,12976057.5,16659657.5,0,131.75,68.75,63,124.75,20.5,104.25,18.5,0,275,0,1.5,0,0,0,0,0,0,0,18.25,236.75,0,0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600088.43668583,-4474552.89583333,22740601.1458333,993697.686685833,23734298.8325192,-7074641.33251917,19.3636363636364
4,36,1,17169283,0.06,0,0,0.06,0,0,0,0,0,0,0.06,0,0,0.06,0,6000,2,0,234333.333333333,0,0,1833.33333333333,0,0,0,407877.777777778,296631.111111111,704508.888888889,0,0,1008333.33333333,1008333.33333333,3860293.33333333,0,0,3860293.33333333,19118291.8888889,346336.661711111,50796.104,397132.765711111,120,1297.1,1417.1,1248000,12805590,14053590,0,121.666666666667,121.666666666667,0,0,0,0,80,0,201.666666666667,0,6.66666666666667,0,0,0,0,10,0,0,8.33333333333333,48.3333333333333,0,0,0,0,0,0,0,0,0,118.333333333333,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4257426.09904444,-5064701.88888888,21970251.8888889,1405466.09904444,23375717.9879333,-9322127.98793333,4
4,36,1,17169283,0.23,0.09,0.14,0,0,0.23,0.09,0.14,0,0,0,0,0,0,0,6000,2,0,137166.666666667,0,0,0,0,0,0,331688.888888889,94627.7192982456,426316.608187135,32650,1701333.33333333,0,1701333.33333333,3263540,0,0,3263540,17765416.2748538,118036.736231579,42168.7626666667,160205.498898246,0,2391.9,2391.9,0,26596500,26596500,0,146.666666666667,140,6.66666666666667,0,0,0,31.6666666666667,0,178.333333333333,0,1.66666666666667,0,0,0,0,0,0,0,0,125,0,5,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,5125078.83223158,8831083.7251462,21028956.2748538,1861538.83223158,22890495.1070854,3706004.89291462,4
4,36,1,17169283,0.24,0,0,0.24,0,0.24,0,0,0.24,0,0,0,0,0,0,8530,2,0,392614.302461899,30480.6565064478,0,937.866354044549,0,0,64595.5451348183,394193.044157874,1012079.71864009,1406272.76279797,2030990.62133646,138100.82063306,0,138100.82063306,4830153.57561547,0,0,4830153.57561547,21095174.7545916,455339.528268855,65952.8961313013,521292.424400156,440.797186400938,1155.12309495897,1595.92028135991,4147948.41735053,11220597.8898007,15368546.3071512,0,267.291910902696,133.645955451348,133.645955451348,0,0,0,33.9976553341149,0,301.289566236811,0,12.8956623681125,0,0,0,0,0,0,0,31.6529894490035,153.575615474795,0,0,0,0,0,0,0,0,0,33.9976553341149,0,0,0,0,41.031652989449,28.1359906213365,0,0,0,0,0,0,0,0,0,0,0,0,0,5489546.82064869,-5726628.44744041,25925328.3302071,659393.245033216,26584721.5752403,-11216175.2680891,4
4,36,1,17169283,0.35,0,0,0.35,0,0.35,0,0,0.35,0,0,0,0,0,0,6100,1,0,61639.3442622951,0,0,0,0,0,0,157486.338797814,64442.6229508197,221928.961748634,0,227868.852459016,0,227868.852459016,235755.737704918,0,0,235755.737704918,17452851.3060109,80438.6306010929,3687.69901639344,84126.3296174863,6.55737704918033,1240.72131147541,1247.27868852459,110163.93442623,14981124.5901639,15091288.5245902,0,18.0327868852459,0,18.0327868852459,0,0,0,0,0,18.0327868852459,0,0,0,0,0,0,0,0,0,3.27868852459016,13.1147540983607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63934426229508,547750.919781421,-2361562.78142077,17688607.0437158,311995.182076503,18000602.2257923,-2909313.70120219,4
4,36,1,17169283,0.8,0,0,0.8,0,0.8,0,0,0.8,0,0,0,0,0,0,8000,2,0,284875,48750,0,2500,0,0,268250,256125,78000,334125,0,216500,0,216500,3077910,2525010,187500,5790420,20717291.6855068,65469.9333333333,79295.458,144765.391333333,142.5,1936.725,2079.225,2550750,22078665,24629415,0,98.75,98.75,0,137.5,137.5,0,60,0,296.25,0,3.75,0,0,0,0,0,0,0,12.5,82.5,0,0,0,0,0,0,0,0,0,60,0,0,0,0,10,0,0,0,0,0,0,127.5,0,0,0,0,0,0,0,3542176.70582649,3912123.31449316,23898203,361265.391333333,24259468.3913333,369946.608666666,4
4,36,1,17169283,1.1,0,0,1.1,0,1.1,0,0,1.1,0,0,0,0,0,0,9550,2,0,608900.523560209,0,0,4921.46596858639,0,0,857172.77486911,245472.94938918,189976.963350785,435449.912739965,393246.073298429,261570.680628272,0,261570.680628272,6646445.02617801,683560.209424084,0,7330005.23560209,20152533.9598604,251346.357919721,109132.4,360478.757919721,8.37696335078534,3461.59162303665,3469.96858638743,156753.926701571,34864134.0314136,35020887.9581152,0,287.958115183246,180.104712041885,107.853403141361,73.2984293193717,0,73.2984293193717,96.3350785340314,0,457.591623036649,0,14.6596858638743,0,0,0,0,0,0,0,20.9424083769634,306.806282722513,0,0,0,0,0,6.282722513089,0,0,0,96.3350785340314,0,0,0,0,12.565445026178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7268494.464726,14868353.9982548,26798978.9860384,622049.438547993,27421028.4245864,7599859.53352879,4
4,36,3,17169283,2.21,0,0,2.21,0,2.21,0,0,2.21,0,0,0,0,0,0,24000,2,0,66208.3333333333,13208.3333333333,0,0,0,0,761333.333333333,682479.166666667,88494.9561403509,770974.122807018,510270.833333333,204958.333333333,0,204958.333333333,364370.416666667,110500,51250,526120.416666667,19413703.5779547,157454.283415205,16949.1931666667,174403.476581871,33.75,1109.675,1143.425,356041.666666667,13062035,13418076.6666667,0,24.1666666666667,9.16666666666667,15,12.5,0,12.5,0,0,36.6666666666667,0,0,0,0,0,0,0,0,0,0,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,783056.604767499,-5995626.91128805,19817398.372807,379361.809915205,20196760.1827222,-6778683.51605555,4.94736842105263
4,36,3,17169283,2.5,0,0,2.5,0,2.5,0,0,2.5,0,0,0,0,0,0,25000,2,0,156640,182000,0,0,633600,0,21120,33544,30921.1789473684,64465.1789473684,326573.333333333,264000,0,264000,1484883.6,2093297.2,220400,3798580.8,20775916.4962183,51066.8746464562,59420.06592,110486.940566456,79.6,3038.784,3118.384,692080,33854167.2,34546247.2,0,88.4,0,88.4,116,98.4,17.6,12.8,0,217.2,0,1.2,0,0,0,0,0,0,0,8,130.4,0,0,0,0,0,5.2,0,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1.2,1950832.75662888,13770330.7037817,22352262.3122807,374486.940566456,22726749.2528472,11819497.9471528,4.94736842105263
4,36,3,17169283,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,35300,2,0,199886.685552408,0,0,0,0,0,1170764.87252125,86869.6883852691,18225.9728641718,105095.661249441,231284.230406043,104702.549575071,0,104702.549575071,3597948.44192635,910422.662889518,141643.059490085,4650014.16430595,19815340.5812335,45871.8885721386,74656.2549575071,120528.143529646,11.3314447592068,2888.36260623229,2899.6940509915,237960.339943343,31155683.286119,31393643.6260623,0,234.560906515581,130.878186968839,103.682719546742,81.0198300283286,7.36543909348442,73.6543909348442,0,0,315.580736543909,0,1.13314447592068,0,0,0,0,0,0,0,6.51558073654391,128.895184135977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.770538243626,0,0,0,0,0,0,2.26628895184136,3936218.72590628,11578303.0448288,23526328.6140351,225230.693104716,23751559.3071398,7642084.31892252,4.94736842105263
4,37,1,17169283,0.26,0,0.26,0,0,0,0,0,0,0,0.26,0,0.26,0,0,6000,2,0,49000,0,0,0,0,0,34000,537847.222222222,57372.8070175439,595220.029239766,598694.444444444,0,2016666.66666667,2016666.66666667,7018033.33333333,0,0,7018033.33333333,20462864.1403509,176366.534269006,88052.8133333333,264419.347602339,2415,0,2415,25583333.3333333,0,25583333.3333333,0,415,371.666666666667,43.3333333333333,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,91.6666666666667,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7282452.68093567,5120469.19298246,25464230.8070175,2281086.01426901,27745316.8212865,-2161983.48795321,12.4444444444444
