"지역","업종구분","경영형태","경영주 성별","연령","종사 기간별","전겸업 여부","겸업 주 업종","산림 소유 여부","산림 규모별","산림 임차 여부","임차한 산림 면적","재배장 면적 노지재배지_본인 소유","재배장 면적 노지재배지_임차","재배장 면적 시설재배사_본인 소유","재배장 면적  시설재배사_임차","재배장 면적 시설(톱밥) 재배사_본인 소유","재배장 면적 시설(톱밥) 재배사_임차","표고버섯 평균 재배본수","톱밥배지 표고 재배 전향 의향 여부","톱밥배지 표고 재배형태","톱밥배지 평균 중량","톱밥배지 수량","가구 총 수입","임업 총 수입","생표고_생산량","생표고_생산량_없음","생표고_생산량_포전판매","생표고 판매량_원물","생표고 판매량_원물_없음","생표고 판매량_원물_포전판매","생표고 판매량_가공","생표고 판매량_가공_없음","생표고 판매량_가공_포전판매","생표고 판매 수입_원물","생표고 판매 수입_원물_없음","생표고 판매 수입_원물_포전판매","생표고 판매 수입_가공","생표고 판매 수입_가공_없음","생표고 판매 수입_가공_포전판매","건표고_생산량","건표고_생산량_없음","건표고_생산량_포전판매","건표고 판매량_원물","건표고 판매량_원물_없음","건표고 판매량_원물_포전판매","건표고 판매량_가공","건표고 판매량_가공_없음","건표고 판매량_가공_포전판매","건표고 판매 수입_원물","건표고 판매 수입_원물_없음","건표고 판매 수입_원물_포전판매","건표고 판매 수입_가공","건표고 판매 수입_가공_없음","건표고 판매 수입_가공_포전판매","톱밥배지_생산량","톱밥배지_생산량_없음","톱밥배지_생산량_포전판매","톱밥배지 판매량_원물","톱밥배지 판매량_원물_없음","톱밥배지 판매량_원물_포전판매","톱밥배지 판매량_가공","톱밥배지 판매량_가공_없음","톱밥배지 판매량_가공_포전판매","톱밥배지 판매 수입_원물","톱밥배지 판매 수입_원물_없음","톱밥배지 판매 수입_원물_포전판매","톱밥배지 판매 수입_가공","톱밥배지 판매 수입_가공_없음","톱밥배지 판매 수입_가공_포전판매","가장 많이 판매한 가공품 1","가장 많이 판매한 가공품 2","가장 많이 판매한 가공품 3","작년 생산한 임산물 중 재고여부","작년 생산한 임산물 재고량","주요 판매처 비율_농협","주요 판매처 비율_산림조합","주요 판매처 비율_수집상","주요 판매처 비율_가공업체","주요 판매처 비율_도소매상","주요 판매처 비율_직거래","주요 판매처 비율_기타","직거래 임산물 판매방법_전화 주문","직거래 임산물 판매방법_인터넷 주문","직거래 임산물 판매방법_온라인 판매_기타","직거래 임산물 판매방법_온라인 판매_기타항목","직거래 임산물 판매방법_직접 판매","직거래 임산물 판매방법_임산물 축제","직거래 임산물 판매방법_오프라인 판매_기타","직거래 임산물 판매방법_오프라인 판매_기타항목","코로나 온라인 판매량","작년 판매대금 결제방법_1개월 이내 현금","작년 판매대금 결제방법_후불(어음 또는 1개월 이후 현금)","작년 판매대금 결제방법_선도금","작년 판매대금 결제방법_기타","생표고 평균 저장개월","폐골목 처리 방법","투입비용_표고지목 구입비(원목)/톱밥배지 구입비(톱밥)","투입비용_종균비","투입비용_기타재료비","투입비용_수도광열비","투입비용_임차료","투입비용_수선비","투입비용_인건비","투입비용_기타","보유시설 및 장비_건조기","보유시설 및 장비_기계톱","보유시설 및 장비_저온 저장고","보유시설 및 장비_드릴","보유시설 및 장비_천공기","보유시설 및 장비_자동 접종기","보유시설 및 장비_종균 성형기","보유시설 및 장비_소형 화물차","보유시설 및 장비_경운기","보유시설 및 장비_양수기","보유시설 및 장비_예취기","보유시설 및 장비_기타","총 인원 수-고용남성(男)","총 인원 수-고용여성(女)","총 인원 수-자가남성(男)","총 인원 수-자가여성(女)","1인당 평균 작업 일 수-고용남성(男)","1인당 평균 작업 일 수-고용여성(女)","1인당 평균 작업 일 수-자가남성(男)","1인당 평균 작업 일 수-자가여성(女)","1인당 하루 평균 노동비 (간식^ 현물 등 포함)-고용남성(男)","1인당 하루 평균 노동비 (간식^ 현물 등 포함)-고용여성(女)","1인당 하루 평균 노동비 (간식^ 현물 등 포함)-자가남성(男)","1인당 하루 평균 노동비 (간식^ 현물 등 포함)-자가여성(女)","고용노동력 확보지역","작년 생산비 조달 방법_자부담","작년 생산비 조달 방법_정부 보조","작년 생산비 조달 방법_정부 융자","작년 생산비 조달 방법_금융기관 융자","작년 생산비 조달 방법_수집상 선도금","작년 생산비 조달 방법_기타","버섯 재배업 전망","버섯 재배업 전망이유_긍정","버섯 재배업 전망이유_부정","3년간 생산량 변화","3년간 소득 변화","버섯 재배업 재배계획","버섯 재배 늘리려는 이유","버섯 재배 줄이려는 이유","버섯 재배업 애로사항","버섯 재배업 개선 필요 사항","가장 시급한 산림정책","공식 인증 여부","받은 공식인증_친환경 인증","받은 공식인증_지리적 표시제","받은 공식인증_GAP(추진이력제)","받은 공식인증_품질 인증","받은 공식인증_기타","사업 정보 획득 경로","임업경영체 등록여부","임업관련 지원금 수혜여부_산림경영기반조성(숲가꾸기 및 임도시설)","임업관련 지원금 수혜여부_산림경영기반조성(전문임업인기반조성)","임업관련 지원금 수혜여부_산양삼 생산","임업관련 지원금 수혜여부_귀산촌인 창업 및 주택구입 지원","임업관련 지원금 수혜여부_단기산림소득지원","임업관련 지원금 수혜여부_단기산림소득지원 관련 보조수반 융자사업","임업관련 지원금 수혜여부_조림목 묘목 생산","임업관련 지원금 수혜여부_목재이용활성화 지원","임업관련 지원금 수혜여부_임업인경영자금 지원","임업관련 지원금 수혜여부_임업인 재해복구 긴급지원","임업관련 지원금 수혜여부_산림소득 유통분야 공모사업","임업관련 지원금 수혜여부_임산물 수출지원","임업관련 지원금 수혜여부_임산물 판로지원 사업","임업관련 지원금 수혜여부_없음","산림청에 바라는 점","산림청에 바라는 점_없음","가중치"
11,2,2,1,4,1,2,5,2,,2,0,,,,,2314,0,,,2,,25000,7135.2122,5515.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500,,,7500,,,,1,,3800,,,,1,,,,,2,,80,0,0,0,0,20,0,0,0,0,,100,0,0,,,100,0,0,0,2,,1750,0,200,360,100,50,400,0,1,,3,,,,,8,,,,,4,0,1,2,5,0,270,180,200,0,0,0,1,100,0,0,0,0,0,3,,,3,3,1,2,,1,6,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,662,,17.625
11,2,2,1,5,1,2,5,2,,2,0,,,,,2645,0,,,2,1.3,35000,5100,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8350,,,8350,,,,1,,5000,,,,1,,,,,2,,0,0,0,0,100,0,0,,,,,,,,,,100,0,0,0,2,,2625,0,30,120,70,10,70,0,1,,3,,,,,8,,,,9997,0,2,1,1,0,5,210,210,0,70,0,0,1,100,0,0,0,0,0,5,,6,2,3,4,,3,1,3,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,576,,17.625
11,2,2,2,3,1,2,1,2,,2,0,,,,,990,0,,,1,2,30000,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000,,,16000,,,,1,,9500,,,,1,,,,,2,,0,0,0,0,95,5,0,50,0,0,,50,0,0,,3,100,0,0,0,2,,5940,0,100,30,0,0,88,100,,,3,,,,,8,,,,,1,4,1,1,2,2,180,210,120,80,0,0,3,100,0,0,0,0,0,4,,4,3,3,2,,,9997,2,6,1,1,,,,,2,2,,,,,,,,,,,,,,9998,532,,17.625
11,2,3,1,3,1,3,5,2,,2,0,,,,,1983,0,,,2,1.3,20000,10000,6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,,,6000,,,,1,,3000,,,,1,,,,,2,,0,0,0,0,100,0,0,,,,,,,,,,100,0,0,0,2,,1400,0,200,500,40,200,600,0,,,3,,,,,8,,,,9997,0,1,1,1,0,60,300,120,0,100,0,0,1,100,0,0,0,0,0,4,,6,1,2,1,5,,9997,5,2,2,,,,,,1,2,,,,,,,,,,,,,,9998,515,,17.625
11,2,3,1,3,2,3,6,1,2,2,0,,,,,3300,0,,,2,1.5,30000,15000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,,,12000,,,,1,,8000,,,,1,,,,,2,,0,0,0,0,10,90,0,100,0,0,,0,0,0,,3,100,0,0,0,2,,3900,0,100,500,0,50,60,0,1,,3,,,,,8,,,,,2,0,1,1,2,0,200,20,150,0,0,0,1,100,0,0,0,0,0,5,,1,3,3,3,,1,2,5,2,2,,,,,,2,2,,,,,,,,,,,,,,9998,98,9998,17.625
11,3,1,1,4,3,1,,2,,2,0,0,0,1000,0,,,6000,2,,,,2000,2000,1000,,,1000,,,0,,,1000,,,0,,,100,,,100,,,0,,,200,,,0,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,2,9997,0,0,0,50,0,30,30,0,1,2,3,4,5,6,,8,9,,,,2,0,1,1,1,0,100,30,150,0,0,0,1,100,0,0,0,0,0,5,,7,3,3,3,,4,2,5,5,1,,,3,,,2,2,,,,,,,,,,,,,,9998,98,9998,8.8
11,3,1,1,4,3,1,,2,,2,0,0,0,660,0,,,3000,2,,,,1200,300,300,,,300,,,,1,,300,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,2,3,0,0,5,5,0,0,0,0,1,2,3,4,,,,,,,,,0,0,1,0,0,0,40,0,0,0,0,0,,100,0,0,0,0,0,5,,7,3,3,4,,4,2,5,5,1,,,3,,,2,2,,,,,,,,,,,,,,9998,731,,8.8
11,3,1,1,4,4,1,,2,,2,0,0,0,2805,0,,,5000,2,,,,2000,1000,1050,,,1050,,,0,,,950,,,0,,,15,,,10,,,0,,,50,,,0,,,,,,,,,,,,,,,,,,,,,1,10,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,2,4,0,0,0,30,0,35,30,0,1,2,3,4,5,6,7,8,9,,,,1,1,1,1,1,1,0,0,150,70,0,0,1,100,0,0,0,0,0,5,,2,3,3,3,,4,1,5,5,1,,,,4,,2,2,,,,,,,,,,,,,,9998,98,9998,8.8
11,3,1,1,5,4,1,,2,,2,0,0,0,1650,0,,,10000,2,,,,2500,2500,2000,,,2000,,,0,,,2000,,,0,,,5,,,5,,,0,,,25,,,0,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,2,4,0,0,10,40,0,10,150,0,1,2,3,4,5,6,7,8,9,,,,2,1,1,1,6,2,100,60,100,100,0,0,1,100,0,0,0,0,0,5,,7,3,3,3,,4,2,5,5,1,1,,,,,2,2,,,,,,,,,,,,,,9998,582,,8.8
11,3,2,1,4,4,2,1,2,,2,0,0,0,1000,0,,,3000,2,,,,2000,100,100,,,100,,,0,,,100,,,0,,,10,,,5,,,0,,,50,,,0,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,2,9997,0,0,10,30,0,20,0,0,1,2,3,4,5,6,7,8,9,,,,0,0,1,0,1,0,0,0,0,0,0,0,,100,0,0,0,0,0,4,,7,3,3,2,,,2,5,5,1,,,3,,,2,2,,,,,,,,,,,,,,9998,98,9998,17.625
11,3,2,1,5,5,2,1,2,,2,0,0,0,0,300,,,6500,2,,,,3877.2642,829.3464,150,,,50,,,,1,,50,,,,1,,30,,,25,,,10,,,100,,,40,,,,,,,,,,,,,,,,,,2,,,2,,0,80,0,0,0,20,0,0,0,0,,100,0,0,,,100,0,0,0,2,1,0,0,5,10,10,0,0,0,1,,,,,,,8,,,,,0,0,1,1,0,0,90,90,0,0,0,0,,100,0,0,0,0,0,5,,2,3,3,4,,3,1,3,9997,2,,,,,,4,2,,,,,,,,,,,,,,9998,761,,17.625
11,3,3,1,3,3,3,5,1,2,2,0,0,0,2400,0,,,8600,2,,,,25519.9416,17748.93,100,,,100,,,,1,,220,,,,1,,400,,,180,,,220,,,900,,,1100,,,,,,,,,,,,,,,,,,3,2,,2,,0,40,0,0,0,60,0,0,0,0,,100,0,0,,,100,0,0,0,2,9997,630,105,100,150,0,50,500,0,1,2,3,4,5,,,8,,,,9997,4,2,1,1,7,3,90,60,150,120,0,0,1,80,20,0,0,0,0,4,,6,3,3,2,,,9997,5,6,2,,,,,,6,1,,,,,,,,,,10,,,,,536,,17.625
11,3,3,1,4,4,3,5,2,,2,0,0,0,3306,0,,,13000,1,,,,1000,300,180,,,180,,,,1,,180,,,,1,,48,,,,1,,48,,,,1,,120,,,,,,,,,,,,,,,,,,3,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,2,1,1700,0,5,150,0,10,0,0,1,2,3,4,,,,8,9,,,,0,0,1,2,0,0,150,90,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,1,2,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,662,,17.625
11,3,3,1,4,5,3,1,1,1,2,0,0,0,2975,0,,,20000,2,,,,4000,2000,1750,,,1750,,,,1,,1400,,,,1,,300,,,200,,,100,,,400,,,200,,,,,,,,,,,,,,,,,,3,2,,2,,0,10,0,0,90,0,0,,,,,,,,,,100,0,0,0,1,1,1500,500,200,100,78,100,700,0,1,2,3,4,5,,,8,,,,9997,3,10,1,1,5,6,120,90,200,60,0,0,1,80,20,0,0,0,0,2,4,,1,1,2,,,1,2,2,2,,,,,,6,2,,,,,5,,,,,,,,,,662,,17.625
11,3,3,1,5,5,3,1,2,,2,0,0,0,991,0,,,1500,2,,,,700,150,240,,,120,,,,1,,60,,,,1,,50,,,50,,,,1,,90,,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,1,3,0,0,0,24,30,40,0,0,1,2,,4,,,,8,,,,,0,0,1,1,0,0,120,120,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,3,,3,1,3,2,2,,,,,,10,2,,,,,,,,,,,,,,9998,98,9998,17.625
12,1,1,1,4,3,1,,2,,2,0,0,1000,0,0,,,5000,2,,,,7821.6919,2549.5139,500,,,500,,,0,,,500,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,2,,20,0,0,0,0,80,0,0,0,0,,100,0,0,,,100,0,0,0,1,4,500,60,2,2,0,3,192,0,1,2,3,,,,,,,,,,6,0,1,1,1,0,40,40,160,80,0,0,3,100,0,0,0,0,0,5,,4,3,3,3,,3,3,2,3,1,1,,,,,2,1,,,,,,,,,,,,,,9998,616,,7.61538
12,1,1,1,4,5,1,,2,,1,3,0,29700,0,0,,,50000,2,,,,10000,10000,4000,,,4000,,,,1,,10000,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,100,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,200,200,300,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,3,0,0,90,90,0,0,0,0,,100,0,0,0,0,0,4,,6,3,3,2,,,9997,9997,3,1,1,,,,,6,1,,,,,,,,,,,,,,9998,98,9998,7.61538
12,1,1,1,5,4,1,,2,,1,2,0,19800,0,0,,,25000,2,,,,2434,2434,1460,,,1460,,,,1,,1594,,,,1,,120,,,120,,,,1,,840,,,,1,,,,,,,,,,,,,,,,,,,,2,,50,0,50,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,0,50,100,0,0,0,1,2,3,,,,,8,,,,,0,0,1,1,0,0,60,60,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,3,3,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,7.61538
12,1,1,1,5,5,1,,2,,1,2,0,6000,0,0,,,20000,2,,,,5232.9754,4626.3754,6150,,,6150,,,0,,,4000,,,0,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,70,0,30,0,0,0,0,,,,,,,,,,100,0,0,0,1,4,1500,180,5,10,0,5,1060,0,1,2,,,,,,,,,,,9,6,1,0,7,1,40,0,180,100,0,0,1,100,0,0,0,0,0,2,9997,,1,1,2,,,3,2,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,550,,7.61538
12,1,2,1,4,5,2,1,1,3,2,0,59400,0,0,0,,,80000,2,,,,38500,16000,600,,,600,,,,1,,16000,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,50,0,0,0,0,50,0,0,0,0,,100,0,0,,,100,0,0,0,2,4,0,0,300,500,0,0,2890,0,1,2,3,4,,,,,9,,,,10,14,1,1,5,20,100,90,175,85,0,0,1,100,0,0,0,0,0,3,,,2,3,2,,,2,3,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,2,2,3,1,1,1,2,0,3000,0,0,0,,,10000,2,,,,4000,1300,1400,,,1400,,,,1,,1400,,,,1,,80,,,80,,,,1,,70,,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,100,0,0,0,0,,100,0,0,,,100,0,0,0,1,3,750,195,20,50,0,200,128,0,1,2,3,4,,,,8,,,,,0,16,1,1,0,4,300,300,0,100,0,0,2,100,0,0,0,0,0,4,,1,2,3,2,,,2,5,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,2,2,3,4,2,,2,0,3960,0,0,0,,,5000,2,,,,5000,1022,400,,,400,,,0,,,320,,,0,,,209,,,209,,,0,,,702,,,0,,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,3,0,0,0,80,0,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,76,66,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,3,2,6,2,,,,,,2,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,3,2,3,1,2,,1,1,0,200,0,2800,,,1000,2,,,,4000,3000,,1,,,1,,,1,,,1,,,1,,10,,,10,,,,1,,40,,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,1,3,0,0,3,3,5,3,0,0,1,2,3,4,,,,8,,,,,0,0,1,0,0,0,90,90,0,0,0,0,,100,0,0,0,0,0,5,,1,3,3,3,,1,2,5,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,3,2,3,5,1,1,2,0,2277,0,0,0,,,10000,1,,,,6000,744,705,,,705,,,,1,,744,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,30,0,70,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,20,50,0,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,30,30,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,3,3,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,4,2,3,1,1,1,2,0,0,2300,0,0,,,5000,2,,,,1550,250,390,,,390,,,0,,,250,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,3,0,0,0,11,0,0,0,0,1,2,3,4,,,,8,9,,,,0,0,1,1,0,0,30,15,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,4,,3,1,6,2,2,,,,,,6,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,4,3,3,1,1,1,1,1,0,9900,0,0,,,9000,2,,,,6000,3218,220,,,220,,,,1,,3700,,,,1,,483,,,483,,,,1,,2848,,,,1,,,,,,,,,,,,,,,,,,,,2,,70,0,30,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,50,200,0,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,60,60,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,3,3,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,4,3,3,1,2,,1,1,0,9900,0,0,,,5000,1,,,,3500,1360,300,,,300,,,0,,,360,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,3,165,20,2,17,10,0,0,0,1,2,3,4,,,,8,9,,,,0,0,1,1,0,0,45,45,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,4,,1,3,2,6,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,4,3,3,5,2,,1,0.1,0,990,0,0,,,5000,2,,,,3200,3200,200,,,200,,,,1,,200,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,0,0,100,0,0,0,0,,,,,,,,,,100,0,0,0,2,4,0,0,20,50,10,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,30,30,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,3,2,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,4,5,3,1,2,,1,1,0,3000,0,0,,,2000,1,,,,5000,1000,30,,,10,,,,,1,10,,,,1,,5,,,5,,,,1,,25,,,,1,,,,,,,,,,,,,,,,,,,,2,,10,0,0,0,0,90,0,0,0,0,,100,0,0,,,100,0,0,0,1,3,0,0,3,2,15,0,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,0,0,0,0,0,0,,100,0,0,0,0,0,5,,6,3,3,4,,1,2,5,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,1,3,1,5,4,3,1,1,2,1,1,3000,0,0,0,,,3000,2,,,,3000,1500,,1,,,1,,,1,,,1,,,1,,110,,,110,,,,1,,450,,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,1,3,0,0,5,30,0,5,0,0,1,2,3,4,,,,8,,,,,0,0,1,1,0,0,150,150,0,0,0,0,,100,0,0,0,0,0,3,,,2,2,2,,,3,5,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,2,1,1,3,1,1,,2,,2,0,,,,,495,0,,,1,3,18000,6269.24,6188.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,,,8000,,,0,,,6000,,,0,,,,,,2,,30,0,0,0,0,40,30,0,0,0,,100,0,0,,,100,0,0,0,1,,4500,0,100,140,0,10,0,0,1,,3,,,,,8,,,,,0,0,1,1,0,0,300,200,0,0,0,0,,100,0,0,0,0,0,4,,1,3,3,2,,,1,1,6,1,1,,,,,5,2,,,,,,,,,,,,,,9998,98,9998,7.61538
12,2,1,1,4,1,1,,2,,2,0,,,,,0,3300,,,2,1.5,25000,2224,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4020,,,4020,,,,1,,2224,,,,1,,,,,2,,0,0,100,0,0,0,0,,,,,,,,,,100,0,0,0,2,,2500,0,50,200,50,0,0,0,1,,3,,,,,8,,,,,0,0,1,1,0,0,150,150,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,2,3,2,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,7.61538
12,2,1,1,5,2,1,,2,,1,1,,,,,0,10560,,,2,1.5,150000,17411,17411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18115,,,18115,,,,1,,17411,,,,1,,,,,2,,0,0,0,0,100,0,0,,,,,,,,,,100,0,0,0,2,,1270,0,200,1000,600,0,3064,0,1,,3,,,,7,8,,,,,1,1,1,2,276,276,240,240,70,70,0,0,4,100,0,0,0,0,0,3,,,3,3,2,,,2,1,6,2,,,,,,6,2,,,,,,,,,,,,,,9998,98,9998,7.61538
12,2,2,1,3,1,2,1,1,1,2,0,,,,,990,0,,,2,1,50000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,,,7200,,,0,,,0,,,0,,,,,,2,,0,0,50,0,40,10,0,100,0,0,,0,0,0,,4,,,,,2,,5500,0,0,360,0,0,100,0,1,2,3,4,,,,8,,,,,4,0,1,1,5,0,300,300,120,0,0,0,4,100,0,0,0,0,0,4,,4,3,3,2,,,3,3,4,1,1,,3,,,7,2,,,,,,,,,,,,,,9998,98,9998,18.76596
12,2,2,1,3,2,2,6,2,,2,0,,,,,2640,0,,,2,2,65000,8014.5374,7752.1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,,,15000,,,0,,,9000,,,0,,,,,,2,,30,0,30,0,20,20,0,0,0,0,,100,0,0,,,100,0,0,0,1,,3000,800,200,500,0,300,1000,0,1,,3,,,,,8,,,,,10,10,1,1,10,10,250,300,80,70,0,0,4,70,30,0,0,0,0,3,,,2,2,2,,,2,2,2,1,1,,3,,,6,1,,,,,,,,,9,,,,,,98,9998,18.76596
12,2,2,1,3,2,2,6,2,,2,0,,,,,4950,0,,,2,2,120000,16724.272,16705.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,,25000,,,0,,,15000,,,0,,,,,,2,,30,0,10,0,30,30,0,0,0,0,,100,0,0,,,100,0,0,0,2,,4000,1000,200,600,0,500,700,0,1,,3,,,,7,8,,,,,1,1,1,1,300,300,300,300,80,80,0,0,4,80,20,0,0,0,0,3,,,2,2,2,,,2,3,5,1,1,,3,,,1,1,,,,,,,,,9,,,,,,98,9998,18.76596
12,2,2,1,4,1,2,1,2,,2,0,,,,,6600,2640,,,9997,2,35000,7490,7490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,,20000,,,5000,,,1050,,,2500,,,3,,,2,,50,0,0,0,50,0,0,,,,,,,,,,100,0,0,0,2,,1500,400,200,200,50,200,1620,0,1,2,3,4,,,7,8,,,,,10,0,1,1,10,0,300,200,67,0,0,0,4,70,30,0,0,0,0,3,,,2,2,2,,,2,1,6,1,1,,3,,,1,1,,,,,,,,,,,11,,,,98,9998,18.76596
12,2,2,1,4,1,2,1,2,,2,0,,,,,825,0,,,2,2.5,20000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,4000,,,,,1,1600,,,,1,,,,,2,,0,0,0,0,100,0,0,,,,,,,,,,100,0,0,0,2,,2500,0,20,480,0,0,0,0,,2,3,4,,,,8,,,,,0,0,1,1,0,0,300,120,0,0,0,0,,100,0,0,0,0,0,3,,,3,3,2,,,2,5,1,1,1,,,,,6,1,,,,,,,,,,,,,,9998,98,9998,18.76596
12,2,3,1,4,2,3,1,2,,2,0,,,,,2310,0,,,2,2,16000,6000,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200,,,4200,,,,1,,2500,,,,1,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,100,0,0,0,2,,640,0,100,250,0,10,0,0,1,,3,4,,,,8,,,,,0,0,1,1,0,0,200,240,0,0,0,0,,50,50,0,0,0,0,3,,,2,2,2,,,3,5,1,1,1,,,,,2,1,,,,,,,,,,,,,13,,98,9998,18.76596
12,3,1,1,1,1,1,,2,,2,0,0,0,3300,0,,,10000,2,,,,2090.8886,2090.8886,2000,,,2000,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,2,,100,0,0,0,0,0,0,,,,,,,,,,,,,,2,1,0,0,40,20,0,0,0,0,,2,3,4,,,,8,,,,,0,0,1,0,0,0,240,0,0,0,0,0,,100,0,0,0,0,0,4,,4,3,3,4,,1,3,6,6,2,,,,,,2,1,,,,,,,,,,,,,,9998,98,9998,7.61538
