"▣ 연령별","무기질비료_질소질_지출액","무기질비료_인산질_지출액","무기질비료_가리질_지출액","무기질비료_복합_지출액","무기질비료_토양개량제_지출액","무기질비료_기타_지출액","유기질비료_퇴구비_지출액","유기질비료_계분_지출액","유기질비료_우분_지출액","유기질비료_돈분_지출액","유기질비료_기타_지출액","▣ 지역별","▣ 규모별(통계표기준)","조성비","▣ 경영수준별","경지면적_합계_계","경지면적_합계_논","경지면적_합계_밭","경지면적_합계_임지","경지면적_합계_기타","경지면적_자작지_계","경지면적_자작지_논","경지면적_자작지_밭","경지면적_자작지_임지","경지면적_자작지_기타","경지면적_차용지_계","경지면적_차용지_논","경지면적_차용지_밭","경지면적_차용지_임지","경지면적_차용지_기타","재배면적_합계_계","재배면적_합계_논","재배면적_합계_밭","재배면적_합계_임지","재배면적_합계_기타","재배면적_자작지_계","재배면적_자작지_논","재배면적_자작지_밭","재배면적_자작지_임지","재배면적_자작지_기타","재배면적_차용지_계","재배면적_차용지_논","재배면적_차용지_밭","재배면적_차용지_임지","재배면적_차용지_기타","수령","▣ 전/겸업별","재배본수_ha당","비료비_ha당","무기질비료_ha당","유기질비료_ha당","무기질비료_질소질_지출액_ha당","무기질비료_인산질_지출액_ha당","무기질비료_가리질_지출액_ha당","무기질비료_복합_지출액_ha당","무기질비료_토양개량제_지출액_ha당","무기질비료_기타_지출액_ha당","유기질비료_퇴구비_지출액_ha당","유기질비료_계분_지출액_ha당","유기질비료_우분_지출액_ha당","유기질비료_돈분_지출액_ha당","유기질비료_기타_지출액_ha당","농약비_ha당","수도광열비_ha당","제재료비_ha당","소농구비_ha당","수선비_ha당","임차료_ha당","위탁영농비_ha당","기타비용_ha당","기계_감가상각비_ha당","시설물_감가상각비_ha당","감가상각비_ha당","자동차비_ha당","자가토지용역비_ha당","임차토지용역비_ha당","토지용역비_ha당","자가노동비_ha당","고용노동비_ha당","급식물비_ha당","노동비_ha당","경영비","고정자본용역비_ha당","유동자본용역비_ha당","자본용역비_ha당","생감 수량_ha당","반건시 수량_ha당","건시 수량_ha당","감말랭이 수량_ha당","건시 환산 소계 수량_ha당","총 생산량(생감 기준)_ha당","생감 기준평가액_ha당","건시 (생감 기준) 소계 평가액_ha당","총 생산액(생감 기준)_ha당","부산물 생산량_ha당","무기질_질소질_수량_ha당","무기질_인산질_수량_ha당","무기질_가리질_수량_ha당","무기질_복합_수량_ha당","무기질_토양개량제_수량_ha당","무기질_기타_수량_ha당","무기질_합계_수량_ha당","유기질_퇴구비_수량_ha당","유기질_계분_수량_ha당","유기질_우분_수량_ha당","유기질_돈분_수량_ha당","유기질_기타_수량_ha당","유기질_합계_수량_ha당","총 노동시간_보통자가_ha당","총 노동시간_보통자가_남_ha당","총 노동시간_보통자가_여_ha당","총 노동시간_보통고용_ha당","총 노동시간_보통고용_남_ha당","총 노동시간_보통고용_여_ha당","총 노동시간_특수자가_ha당","총 노동시간_특수고용_ha당","총 노동시간_합계_ha당","간벌_시간_ha당","건조_시간_ha당","경운_시간_ha당","관수(살수)_시간_ha당","두둑_시간_ha당","멀칭_시간_ha당","배수로 정비 및 관리_시간_ha당","병해충방제_시간_ha당","보식작업_시간_ha당","선별 및 포장_시간_ha당","수확_시간_ha당","시비_시간_ha당","시설물 보수_시간_ha당","식재(조림)_시간_ha당","열매솎기(적과)_시간_ha당","인공교배 또는 수정_시간_ha당","재배지 정리_시간_ha당","전정_시간_ha당","접목 및 관리_시간_ha당","제초_시간_ha당","종묘 이식_시간_ha당","차광막 설치_시간_ha당","채종_시간_ha당","꽃눈솎기(적뢰)_시간_ha당","출하_시간_ha당","지주세우기_시간_ha당","일반관리_시간_ha당","파종_시간_ha당","세척_시간_ha당","운반 및 저장_시간_ha당","기타_시간_ha당","내급비","소득","부가가치","직접생산비","간접생산비","생산비 합계_ha당","순수익","가중치"
4,0,0,0,336000,0,0,0,0,0,0,491000,99,1,258912,2,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0.33,0,0.33,0,0,0,0,0,0,0,23,2,303.030303030303,2506060.60606061,1018181.81818182,1487878.78787879,0,0,0,1018181.81818182,0,0,0,0,0,0,1487878.78787879,522727.272727273,639393.939393939,0,0,0,0,0,0,2265787.87878788,0,2265787.87878788,2329823.23232323,1827272.72727273,0,1827272.72727273,9335515.15151515,3454545.45454545,0,12790060.6060606,11977250.3838384,512581.054343434,273206.824242424,785787.878585859,2672.72727272727,0,0,0,0,2672.72727272727,3474545.45454545,0,3474545.45454545,0,0,0,0,606.060606060606,0,0,606.060606060606,0,0,0,0,3333.33333333333,3333.33333333333,233.333333333333,233.333333333333,0,190.909090909091,109.090909090909,81.8181818181818,230.30303030303,0,654.545454545455,0,0,0,0,0,0,0,66.6666666666667,0,0,239.393939393939,39.3939393939394,0,0,0,0,0,206.060606060606,0,103.030303030303,0,0,0,0,0,0,0,0,0,0,0,11948575.7573737,-8502704.92929293,-5048159.47474748,21312765.5353535,2613060.60585859,23925826.1412121,-20451280.6866667,46.1666666666667
4,0,0,0,34000,0,0,59000,0,0,0,0,36,1,270119,2,0.17,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,24,2,300,930000,340000,590000,0,0,0,340000,0,0,590000,0,0,0,0,583000,620000,0,0,0,0,0,0,925266.666666667,2550529.18918919,3475795.85585586,1157700,480000,0,480000,12342940,3521720,0,15864660,10558334.8558559,1274844.63033514,298761.156,1573605.78633514,21440,0,0,0,0,21440,30016000,0,30016000,0,0,0,0,1000,0,0,1000,10000,0,0,0,0,10000,220,150,70,210,110,100,390,0,820,0,0,0,0,0,0,0,50,0,0,350,100,0,0,0,0,0,120,0,200,0,0,0,0,0,0,0,0,0,0,0,14396545.7863351,19457665.1441441,22979385.1441441,22901274.8558559,2053605.78633514,24954880.642191,5061119.35780901,101.15
4,0,0,0,341000,0,0,0,0,0,0,0,37,2,271348,2,0.82,0.4,0.42,0,0,0.82,0.4,0.42,0,0,0,0,0,0,0,0.82,0.4,0.42,0,0,0.82,0.4,0.42,0,0,0,0,0,0,0,38.5714285714286,2,225.609756097561,415853.658536585,415853.658536585,0,0,0,0,415853.658536585,0,0,0,0,0,0,0,774512.195121951,73170.7317073171,2968292.68292683,0,0,0,628048.780487805,0,567276.422764228,26926.8292682927,594203.25203252,0,980487.804878049,0,980487.804878049,10678123.1707317,4900404.87804878,0,15578528.0487805,10625834.1788618,71239.9628048781,339277.541219512,410517.50402439,8170.73170731707,0,0,0,0,8170.73170731707,11439024.3902439,0,11439024.3902439,0,0,0,0,1463.41463414634,0,0,1463.41463414634,0,0,0,0,0,0,518.292682926829,221.951219512195,296.341463414634,289.024390243902,164.634146341463,124.390243902439,100,0,907.317073170732,0,0,0,0,0,0,0,173.170731707317,0,257.317073170732,451.219512195122,12.1951219512195,0,0,0,0,0,0,0,13.4146341463415,0,0,0,0,0,0,0,0,0,0,0,12069128.4796341,813190.211382113,5713595.08943089,21303957.3495935,1391005.30890244,22694962.6584959,-11255938.268252,15.4
4,0,0,0,345000,0,0,357000,0,0,0,0,38,1,254057,2,0.4,0.1,0.3,0,0,0.4,0.1,0.3,0,0,0,0,0,0,0,0.4,0.1,0.3,0,0,0.4,0.1,0.3,0,0,0,0,0,0,0,29,2,525,1755000,862500,892500,0,0,0,862500,0,0,892500,0,0,0,0,881250,250000,10682500,0,0,0,0,0,406354.166666667,61333.3333333333,467687.5,0,335000,0,335000,12444480,20557162.5,0,33001642.5,34847657,79974.0275,773068.5155,853042.543,28642.5,0,0,0,0,28642.5,37235250,0,37235250,0,0,0,0,1350,0,0,1350,10000,0,0,0,0,10000,780,22.5,757.5,1150,925,225,42.5,0,1972.5,0,0,0,0,0,0,0,60,0,322.5,1435,77.5,0,0,0,0,0,0,0,77.5,0,0,0,0,0,0,0,0,0,0,0,13632522.543,2387593,22944755.5,47292137,1188042.543,48480179.543,-11244929.543,42.6363636363636
4,0,0,0,348000,0,0,153000,0,0,0,0,36,1,270119,2,0.3,0,0.15,0.15,0,0.3,0,0.15,0.15,0,0,0,0,0,0,0.3,0,0.15,0.15,0,0.3,0,0.15,0.15,0,0,0,0,0,0,29,2,200,1670000,1160000,510000,0,0,0,1160000,0,0,510000,0,0,0,0,103333.333333333,20000,0,1446666.66666667,20000,0,0,16666.6666666667,227300,94206.6666666667,321506.666666667,0,386666.666666667,0,386666.666666667,2247523.33333333,951586.666666667,0,3199110,4819879,158122.399911111,107497.892666667,265620.292577778,5716.66666666667,0,0,0,0,5716.66666666667,10907400,0,10907400,0,0,0,0,2000,0,0,2000,6666.66666666667,0,0,0,0,6666.66666666667,93.3333333333333,26.6666666666667,66.6666666666667,56.6666666666667,30,26.6666666666667,36.6666666666667,0,186.666666666667,0,0,0,0,0,0,0,13.3333333333333,0,0,93.3333333333333,66.6666666666667,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,2899810.29257778,6087521,7039107.66666667,7067402.33333333,652286.959244445,7719689.29257778,3187710.70742222,44.4642857142857
4,0,0,0,35000,0,0,0,0,0,0,0,49,1,263583,2,0.46,0,0.46,0,0,0.46,0,0.46,0,0,0,0,0,0,0,0.29,0,0.29,0,0,0.29,0,0.29,0,0,0,0,0,0,0,27,2,103.448275862069,120689.655172414,120689.655172414,0,0,0,0,120689.655172414,0,0,0,0,0,0,0,82068.9655172414,72413.7931034483,0,0,0,0,0,0,104862.068965517,0,104862.068965517,0,231034.482758621,0,231034.482758621,1906182.75862069,0,0,1906182.75862069,643617.482758621,8192.27172413793,36210.495862069,44402.7675862069,7624.13793103448,0,0,0,0,7624.13793103448,15248275.862069,0,15248275.862069,0,0,0,0,206.896551724138,0,0,206.896551724138,0,0,0,0,0,0,96.551724137931,48.2758620689655,48.2758620689655,0,0,0,13.7931034482759,0,110.344827586207,0,0,0,0,0,0,0,17.2413793103448,0,0,48.2758620689655,6.89655172413793,0,0,0,0,0,34.4827586206897,0,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,2181620.00896552,14604658.3793103,14604658.3793103,2549800.24137931,275437.250344828,2825237.49172414,12423038.3703448,69.6666666666667
4,0,0,0,357000,0,0,0,0,135000,0,0,38,1,254057,2,0.39,0,0.39,0,0,0.39,0,0.39,0,0,0,0,0,0,0,0.39,0,0.39,0,0,0.39,0,0.39,0,0,0,0,0,0,0,50,2,769.230769230769,1261538.46153846,915384.615384615,346153.846153846,0,0,0,915384.615384615,0,0,0,0,346153.846153846,0,0,1208205.12820513,71794.8717948718,0,0,0,0,0,0,1068525.64102564,422967.611336032,1491493.25236167,0,2061538.46153846,0,2061538.46153846,12614343.5897436,13274353.8461538,0,25888697.4358974,17561442.560054,584790.661898336,471941.915897436,1056732.57779577,22264.1025641026,0,0,0,0,22264.1025641026,20037692.3076923,0,20037692.3076923,0,0,0,0,1435.89743589744,0,0,1435.89743589744,0,0,10256.4102564103,0,0,10256.4102564103,682.051282051282,17.9487179487179,664.102564102564,815.384615384615,333.333333333333,482.051282051282,117.948717948718,0,1615.38461538462,0,0,0,0,0,0,0,133.333333333333,0,0,1123.07692307692,76.9230769230769,0,0,0,0,0,51.2820512820513,0,230.769230769231,0,0,0,0,0,0,0,0,0,0,0,15732614.6290778,2476249.74763833,15750603.5937922,30175786.1497976,3118271.03933423,33294057.1891318,-13256364.8814395,42.6363636363636
4,0,0,0,37000,0,0,0,70000,0,0,3320000,99,2,258912,2,0.76,0,0.76,0,0,0.76,0,0.76,0,0,0,0,0,0,0,0.76,0,0.76,0,0,0.76,0,0.76,0,0,0,0,0,0,0,13,2,131.578947368421,4509210.52631579,48684.2105263158,4460526.31578947,0,0,0,48684.2105263158,0,0,0,92105.2631578947,0,0,4368421.05263158,185526.315789474,84210.5263157895,0,0,0,0,0,81578.9473684211,122539.473684211,72631.5789473684,195171.052631579,108782.894736842,811842.105263158,0,811842.105263158,12516778.9473684,0,0,12516778.9473684,5423392.26315789,145532.341973684,288463.267368421,433995.609342105,8286.84210526316,0,0,0,0,8286.84210526316,13424684.2105263,0,13424684.2105263,0,0,0,0,210.526315789474,0,0,210.526315789474,0,2631.57894736842,0,0,13947.3684210526,16578.9473684211,644.736842105263,431.578947368421,213.157894736842,0,0,0,61.8421052631579,0,706.578947368421,0,0,0,0,0,0,0,28.9473684210526,0,81.5789473684211,375,42.1052631578947,0,0,0,0,18.4210526315789,47.3684210526316,0,61.8421052631579,0,0,0,0,51.3157894736842,0,0,0,0,0,0,13762616.6619737,8001291.94736842,8001291.94736842,17940171.2105263,1245837.71460526,19186008.9251316,-5761324.71460526,17.25
4,0,0,0,374000,0,0,439000,0,0,0,0,37,2,271348,1,0.82,0.23,0.59,0,0,0.82,0.23,0.59,0,0,0,0,0,0,0,0.75,0.16,0.59,0,0,0.75,0.16,0.59,0,0,0,0,0,0,0,39,2,206.666666666667,1084000,498666.666666667,585333.333333333,0,0,0,498666.666666667,0,0,585333.333333333,0,0,0,0,1656266.66666667,212000,8112000,0,0,0,1717333.33333333,0,486006.666666667,0,486006.666666667,0,1144000,0,1144000,16490532,11217034.6666667,50666.6666666667,27758233.3333333,24776501.0499803,26286.7603111111,672961.233333333,699247.993644444,22333.3333333333,0,0,0,0,22333.3333333333,49133333.3333333,0,49133333.3333333,0,0,0,0,4000,0,0,4000,5333.33333333333,0,0,0,0,5333.33333333333,670.666666666667,661.333333333333,9.33333333333333,621.333333333333,533.333333333333,88,182.666666666667,0,1474.66666666667,0,0,0,0,0,0,0,406.666666666667,0,357.333333333333,554.666666666667,65.3333333333333,0,0,0,0,0,0,0,90.6666666666667,0,0,0,0,0,0,0,0,0,0,0,18363934.9436641,24356832.283353,35594378.6666667,41297188,1843247.99364444,43140435.9936444,5992897.33968889,15.4
4,0,0,0,38000,0,0,0,0,0,0,351000,38,1,254057,2,0.31,0.18,0.13,0,0,0.31,0.18,0.13,0,0,0,0,0,0,0,0.31,0.18,0.13,0,0,0.31,0.18,0.13,0,0,0,0,0,0,0,31.5,1,383.870967741935,1254838.70967742,122580.64516129,1132258.06451613,0,0,0,122580.64516129,0,0,0,0,0,0,1132258.06451613,1290322.58064516,116129.032258065,232258.064516129,0,19354.8387096774,206451.612903226,0,945161.290322581,166129.032258065,0,166129.032258065,0,1945161.29032258,0,1945161.29032258,1263490.32258065,8687638.70967742,161290.322580645,10112419.3548387,13313152.2347241,-34345.935483871,235337.129032258,200991.193548387,9335.48387096774,0,0,0,0,9335.48387096774,15403548.3870968,0,15403548.3870968,0,0,0,0,322.58064516129,0,0,322.58064516129,0,0,0,0,3225.8064516129,3225.8064516129,87.0967741935484,0,87.0967741935484,251.612903225806,164.516129032258,87.0967741935484,0,187.096774193548,525.806451612903,0,0,0,0,0,0,0,125.806451612903,0,16.1290322580645,170.967741935484,19.3548387096774,0,0,0,0,0,106.451612903226,0,87.0967741935484,0,0,0,0,0,0,0,0,0,0,0,3430121.76527588,2090396.15237265,11125297.8387097,14597121.516129,2146152.48387097,16743274,-1339725.61290323,42.6363636363636
4,0,0,0,383000,0,1101000,179000,0,0,0,0,38,1,254057,2,0.43,0.43,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0,0.43,0.43,0,0,0,0.43,0.43,0,0,0,0,0,0,0,0,53,2,255.813953488372,3867441.86046512,3451162.79069767,416279.069767442,0,0,0,890697.674418605,0,2560465.11627907,416279.069767442,0,0,0,0,823488.372093023,146511.627906977,10455813.9534884,0,0,0,0,0,435930.23255814,428664.626682987,864594.859241126,0,6120930.23255814,0,6120930.23255814,25677702.3255814,6979813.95348837,0,32657516.2790698,23391721.626683,504291.278090575,795982.816744186,1300274.09483476,28046.511627907,0,0,197.674418604651,598.953488372093,28645.4651162791,42069767.4418605,1916651.1627907,43986418.6046512,0,0,0,0,1395.3488372093,0,1395.3488372093,2790.6976744186,4651.16279069767,0,0,0,0,4651.16279069767,1483.72093023256,753.488372093023,730.232558139535,418.604651162791,209.302325581395,209.302325581395,41.8604651162791,0,1944.18604651163,0,0,0,0,0,0,0,83.7209302325581,0,339.53488372093,1418.60465116279,37.2093023255814,0,0,0,0,0,6.97674418604651,0,58.1395348837209,0,0,0,0,0,0,0,0,0,0,0,33098906.6529743,20594696.9779682,27574510.9314566,49069423.9522644,7421204.3273929,56490628.2796573,-12504209.6750061,42.6363636363636
4,0,0,0,39000,0,0,0,0,0,0,0,37,1,271348,2,0.1,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,113,2,600,390000,390000,0,0,0,0,390000,0,0,0,0,0,0,0,1320000,160000,1280000,0,0,0,0,0,1866683.33333333,0,1866683.33333333,0,2660000,0,2660000,6365030,7280080,0,13645110,12568111.3333333,119159.669333333,278798.826,397958.495333333,4020,0,0,0,0,4020,7236000,0,7236000,0,0,0,0,1000,0,0,1000,0,0,0,0,0,0,180,0,180,390,390,0,170,0,740,0,0,0,0,0,0,0,210,0,250,210,30,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,9422988.49533333,-5332111.33333333,1947968.66666667,18933141.3333333,3057958.49533333,21991099.8286667,-14755099.8286667,95.2926829268293
4,0,0,0,394000,0,0,640000,0,0,0,0,36,3,270119,2,6.12,0,0.42,5.7,0,6.12,0,0.42,5.7,0,0,0,0,0,0,2.32,0,0.42,1.9,0,2.32,0,0.42,1.9,0,0,0,0,0,0,32.5,2,181.034482758621,445689.655172414,169827.586206897,275862.068965517,0,0,0,169827.586206897,0,0,275862.068965517,0,0,0,0,110560.344827586,188362.068965517,50862.0689655172,0,31034.4827586207,0,0,4741.37931034483,58674.2097701149,32358.6206896552,91032.8304597701,0,72413.7931034483,0,72413.7931034483,4814825.43103448,0,0,4814825.43103448,1192401.83045977,50031.3386494253,93724.8521551724,143756.190804598,739.224137931035,0,0,0,0,739.224137931035,1626293.10344828,0,1626293.10344828,0,0,0,0,413.793103448276,0,0,413.793103448276,4913.79310344828,0,0,0,0,4913.79310344828,179.741379310345,76.7241379310345,103.01724137931,0,0,0,87.9310344827586,0,267.672413793103,0,0,0,0,0,0,0,52.5862068965517,0,8.62068965517241,18.9655172413793,38.7931034482759,0,0,0,0,0,82.7586206896552,0,61.6379310344828,0,0,0,0,4.31034482758621,0,0,0,0,0,0,5030995.41494253,433891.272988506,433891.272988506,6007227.26149425,216169.983908046,6223397.2454023,-4597104.14195402,3.26923076923077
4,0,0,0,406000,0,0,0,0,0,0,0,37,1,271348,2,0.34,0,0.34,0,0,0.24,0,0.24,0,0,0.1,0,0.1,0,0,0.34,0,0.34,0,0,0.24,0,0.24,0,0,0.1,0,0.1,0,0,41.5,2,411.764705882353,1194117.64705882,1194117.64705882,0,0,0,0,1194117.64705882,0,0,0,0,0,0,0,743529.411764706,200000,4991176.47058824,0,0,0,0,0,290691.176470588,131826.625386997,422517.801857585,0,232352.941176471,355882.352941176,588235.294117647,12590191.1764706,1099529.41176471,0,13689720.5882353,9278101.09597523,164803.497610939,345587.832352941,510391.32996388,13991.1764705882,0,0,0,0,13991.1764705882,30780588.2352941,0,30780588.2352941,0,0,0,0,2058.82352941176,0,0,2058.82352941176,0,0,0,0,0,0,676.470588235294,352.941176470588,323.529411764706,58.8235294117647,58.8235294117647,0,58.8235294117647,0,794.117647058823,0,0,0,0,0,0,0,52.9411764705882,0,208.823529411765,402.941176470588,11.7647058823529,0,0,0,0,0,70.5882352941176,0,47.0588235294118,0,0,0,0,0,0,0,0,0,0,0,13332935.4476109,21502487.1393189,22957898.9040248,21512409.9195046,1098626.62408153,22611036.5435862,8169551.69170795,44.0461538461538
4,0,0,0,418000,0,0,449000,0,0,0,926000,37,2,271348,2,1.11,0,1.11,0,0,0.82,0,0.82,0,0,0.29,0,0.29,0,0,0.77,0,0.77,0,0,0.48,0,0.48,0,0,0.29,0,0.29,0,0,40,2,138.961038961039,2328571.42857143,542857.142857143,1785714.28571429,0,0,0,542857.142857143,0,0,583116.883116883,0,0,0,1202597.4025974,530000,109090.909090909,3802597.4025974,0,0,0,5194805.19480519,690909.090909091,931896.103896104,106652.084757348,1038548.18865345,0,359740.25974026,351948.051948052,711688.311688312,9682787.01298701,5883402.5974026,0,15566189.6103896,20201220.8639781,12453.3755980861,468487.916363636,480941.291961722,10128.5714285714,0,0,0,0,10128.5714285714,17218571.4285714,0,17218571.4285714,0,0,0,0,1038.96103896104,0,0,1038.96103896104,5194.80519480519,0,0,0,2857.14285714286,8051.94805194805,429.87012987013,241.558441558442,188.311688311688,331.168831168831,268.831168831169,62.3376623376623,110.38961038961,0,871.428571428571,0,0,0,0,0,0,0,137.662337662338,0,50.6493506493507,287.012987012987,98.7012987012987,0,0,0,0,2.5974025974026,49.3506493506493,0,59.7402597402597,0,0,0,0,185.714285714286,0,0,0,0,0,0,10523468.564689,-2982649.4354067,3252701.21394395,29532059.8250171,1192629.60365003,30724689.4286671,-13506118.0000957,15.4
4,0,0,0,418000,0,0,90000,0,0,0,673000,37,2,271348,2,1.34,0,1.34,0,0,1.34,0,1.34,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0.75,0,0.75,0,0,0,0,0,0,0,21.6666666666667,2,226.666666666667,1574666.66666667,557333.333333333,1017333.33333333,0,0,0,557333.333333333,0,0,120000,0,0,0,897333.333333333,321200,76000,2837333.33333333,0,0,0,3878666.66666667,573333.333333333,709497.777777778,197357.037037037,906854.814814815,0,1126666.66666667,0,1126666.66666667,14180889.3333333,0,0,14180889.3333333,10439402.8148148,223596.481422222,389138.682933333,612735.164355556,7325.33333333333,0,0,0,0,7325.33333333333,13918133.3333333,0,13918133.3333333,0,0,0,0,1066.66666666667,0,0,1066.66666666667,1066.66666666667,0,0,0,2133.33333333333,3200,748,376,372,0,0,0,78.6666666666667,0,826.666666666667,0,0,0,0,0,0,0,96,0,82.6666666666667,357.333333333333,33.3333333333333,0,0,0,0,5.33333333333333,13.3333333333333,0,30.6666666666667,0,0,0,0,208,0,0,0,0,0,0,15920291.1643556,3478730.51851852,3478730.51851852,24620292.1481481,1739401.83102222,26359693.9791704,-12441560.645837,15.4
4,0,0,0,42000,0,0,135000,0,0,0,0,37,1,271348,2,0.15,0,0.15,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0,35.6666666666667,2,208.333333333333,1475000,350000,1125000,0,0,0,350000,0,0,1125000,0,0,0,0,771666.666666667,158333.333333333,6658333.33333333,0,0,0,0,458333.333333333,3026388.88888889,1016842.10526316,4043230.99415205,0,625000,0,625000,28081483.3333333,0,0,28081483.3333333,13836245.6608187,1366513.72067251,624212.29,1990726.01067251,18316.6666666667,0,0,0,0,18316.6666666667,29306666.6666667,0,29306666.6666667,0,0,0,0,666.666666666667,0,0,666.666666666667,13333.3333333333,0,0,0,0,13333.3333333333,1266.66666666667,1241.66666666667,25,0,0,0,208.333333333333,0,1475,0,0,0,0,0,0,0,83.3333333333333,0,158.333333333333,541.666666666667,108.333333333333,0,0,0,0,0,41.6666666666667,0,150,0,0,0,0,391.666666666667,0,0,0,0,0,0,30697209.3440058,15470421.005848,15470421.005848,41917728.994152,2615726.01067251,44533455.0048246,-15226788.3381579,95.2926829268293
4,0,0,0,42000,0,0,168000,0,0,0,0,36,2,270119,2,2.26,0,1.14,1.12,0,2.26,0,1.14,1.12,0,0,0,0,0,0,0.77,0,0.22,0.55,0,0.77,0,0.22,0.55,0,0,0,0,0,0,18.3333333333333,2,123.376623376623,272727.272727273,54545.4545454545,218181.818181818,0,0,0,54545.4545454545,0,0,218181.818181818,0,0,0,0,118181.818181818,185714.285714286,0,0,22077.9220779221,0,0,2597.4025974026,56166.6666666667,157714.285714286,213880.952380952,107402.597402597,61038.961038961,0,61038.961038961,4958272.72727273,4613753.24675325,37662.3376623377,9609688.31168831,5824607.88909681,239825.291385281,169502.384415584,409327.675800866,14516.8831168831,0,45.4545454545455,16.8831168831169,230.701298701299,14747.5844155844,27698212.987013,928020.779220779,28626233.7662338,0,0,0,0,129.87012987013,0,0,129.87012987013,3896.1038961039,0,0,0,0,3896.1038961039,200,128.571428571429,71.4285714285714,240.25974025974,120.779220779221,119.480519480519,71.4285714285714,22.0779220779221,533.766233766234,0,0,0,0,0,0,0,127.272727272727,0,0,242.857142857143,49.3506493506493,0,0,0,0,0,77.9220779220779,0,36.3636363636364,0,0,0,0,0,0,0,0,0,0,0,5448148.31051358,22801625.877137,27433532.5151515,10802389.5627706,470366.636839827,11272756.1996104,17353477.5666234,17.4074074074074
4,0,0,0,42000,0,0,51000,0,0,0,0,37,1,271348,1,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,38,2,400,930000,420000,510000,0,0,0,420000,0,0,510000,0,0,0,0,1286000,650000,90000,0,0,0,0,0,79050,160700,239750,0,670000,0,670000,23834230,0,0,23834230,3467098,269836.8595,444717.818,714554.6775,15410,0,0,0,0,15410,33902000,0,33902000,0,0,0,0,800,0,0,800,4000,0,0,0,0,4000,930,310,620,0,0,0,410,0,1340,0,0,0,0,0,0,0,340,0,0,680,40,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,25218784.6775,30434902,30434902,27301328,1384554.6775,28685882.6775,5216117.3225,95.2926829268293
4,0,0,0,42000,0,0,51000,0,0,0,0,37,1,271348,1,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0.3,0,0.3,0,0,0,0,0,0,0,20,2,183.333333333333,310000,140000,170000,0,0,0,140000,0,0,170000,0,0,0,0,537333.333333333,266666.666666667,1476666.66666667,126666.666666667,76666.6666666667,0,0,0,696645.833333333,113628.070175439,810273.903508772,229638.888888889,1340000,0,1340000,10604190,7114240,0,17718430,11219500.7923977,282772.398093567,340506.338,623278.736093567,6253.33333333333,0,4400,0,17380,23633.3333333333,10805760,78210000,89015760,0,0,0,0,266.666666666667,0,0,266.666666666667,1333.33333333333,0,0,0,0,1333.33333333333,523.333333333333,223.333333333333,300,426.666666666667,213.333333333333,213.333333333333,93.3333333333333,0,1043.33333333333,0,0,0,0,0,0,0,93.3333333333333,0,693.333333333333,173.333333333333,16.6666666666667,0,0,0,0,0,0,0,66.6666666666667,0,0,0,0,0,0,0,0,0,0,0,12567468.7360936,77796259.2076023,84910499.2076023,21823690.7923977,1963278.73609357,23786969.5284912,65228790.4715088,44.0461538461538
4,0,0,0,42000,0,0,51000,0,0,0,0,37,1,271348,2,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,0.13,0,0.13,0,0,0.13,0,0.13,0,0,0,0,0,0,0,20,2,269.230769230769,715384.615384615,323076.923076923,392307.692307692,0,0,0,323076.923076923,0,0,392307.692307692,0,0,0,0,1170769.23076923,369230.769230769,0,0,46153.8461538461,0,0,0,746397.435897436,674914.979757085,1421312.41565452,1589807.69230769,2061538.46153846,0,2061538.46153846,49725969.2307692,18263630.7692308,0,67989600,23847637.3387314,1303080.63221323,1166832.89846154,2469913.53067476,63907.6923076923,0,0,0,0,63907.6923076923,31953846.1538462,0,31953846.1538462,0,0,0,0,615.384615384615,0,0,615.384615384615,3076.92307692308,0,0,0,0,3076.92307692308,2630.76923076923,1276.92307692308,1353.84615384615,1046.15384615385,692.307692307692,353.846153846154,276.923076923077,7.69230769230769,3961.53846153846,0,0,0,0,0,0,0,230.769230769231,0,0,3338.46153846154,38.4615384615385,0,0,0,0,0,0,0,353.846153846154,0,0,0,0,0,0,0,0,0,0,0,54257421.2229825,8106208.81511471,26369839.5843455,73573606.5695007,4531451.99221322,78105058.5617139,-46151212.4078678,95.2926829268293
