"지역구분","업종구분","경영형태","경영주 성별","연령","종사 기간별","전겸업 여부","겸업 주 업종","산림소유 여부","산림 규모별","재배지 면적","소유지 면적","임차지 면적","지목구성_재배지_전체","지목구성_재배지_논","지목구성_재배지_밭","지목구성_재배지_임야","지목구성_재배지_기타","지목구성_소유지_전체","지목구성_소유지_논","지목구성_소유지_밭","지목구성_소유지_임야","지목구성_소유지_기타","지목구성_임차지_전체","지목구성_임차지_논","지목구성_임차지_밭","지목구성_임차지_임야","지목구성_임차지_기타","재배본수","평균수령","재배지 운영 관리방식","가구총수입","임업총수입","생산량","생산량_포전판매","생산량_없음","판매량_원물","판매량_원물_포전판매","판매량_원물_없음","판매량_가공","판매량_가공_포전판매","판매량_가공_없음","판매수입_원물","판매수입_원물_포전판매","판매수입_원물_없음","판매수입_가공","판매수입_가공_포전판매","판매수입_가공_없음","판매 가공품 종류_1","판매 가공품 종류_2","판매 가공품 종류_3","주요 판매처 비율_농협","주요 판매처 비율_산림조합","주요 판매처 비율_수집상","주요 판매처 비율_가공업체","주요 판매처 비율_도소매상","주요 판매처 비율_직거래","주요 판매처 비율_기타","온라인_직거래 판매방법_전화주문","온라인_직거래 판매방법_인터넷주문","온라인_직거래 판매방법_기타온라인판매","오프라인_직거래 판매방법_직접판매","오프라인_직거래 판매방법_임산물축제","오프라인_직거래 판매방법_기타온라인판매","직거래 합계","판매대금 결제방법별 비중_1개월 이내 현금","판매대금 결제방법별 비중_후불","판매대금 결제방법별 비중_선도금","판매대금 결제방법별 비중_기타","재고량 여부","재고량","저장경험","판매 떫은감의 출하시기_수확 ~ 추석 이전","판매 떫은감의 출하시기_추석 연휴 판매","판매 떫은감의 출하시기_추석이후 ~ 12월 31일","판매 떫은감의 출하시기_1월 1일~설 이전","판매 떫은감의 출하시기_설 이후","저장 주된 목적","투입비용_비료비","투입비용_농약비","투입비용_기타재료비","투입비용_수도광열비","투입비용_임차료","투입비용_수선비","투입비용_인건비","투입비용_기타","투입비용_합계","보유 시설 및 장비_건조기","보유 시설 및 장비_경운기","보유 시설 및 장비_관리기","보유 시설 및 장비_관리사","보유 시설 및 장비_관정","보유 시설 및 장비_굴삭기","보유 시설 및 장비_기계톱","보유 시설 및 장비_다목적관리기","보유 시설 및 장비_동력분무기","보유 시설 및 장비_동력약제살포기","보유 시설 및 장비_드릴","보유 시설 및 장비_선별기","보유 시설 및 장비_소형 화물차","보유 시설 및 장비_소형트럭","보유 시설 및 장비_시설하우스","보유 시설 및 장비_예초기(예취기)","보유 시설 및 장비_온실","보유 시설 및 장비_운반차","보유 시설 및 장비_자동 접종기","보유 시설 및 장비_자동세척기","보유 시설 및 장비_(저온)저장고","보유 시설 및 장비_종균 성형기","보유 시설 및 장비_지게차","보유 시설 및 장비_창고","보유 시설 및 장비_천공기","보유 시설 및 장비_키크레인(트럭)","보유 시설 및 장비_탈피기","보유 시설 및 장비_트랙터","보유 시설 및 장비_항공방제","보유 시설 및 장비_수동분무기","보유 시설 및 장비_사륜오토바이","보유 시설 및 장비_SS기","보유 시설 및 장비_감타래","보유 시설 및 장비_전동가위","보유 시설 및 장비_기타","보유 시설 및 장비_없음","고용노동남성 총인원수","고용노동여성 총인원수","자가노동남성 총인원수","자가노동여성 총인원수","고용노동남성 1인당 평균작업일수","고용노동여성 1인당 평균작업일수","자가노동남성 1인당 평균작업일수","자가노동여성 1인당 평균작업일수","고용노동남성 1인당 하루평균노동비","고용노동여성 1인당 하루평균노동비","자가노동남성 1인당 하루평균노동비","자가노동여성 1인당 하루평균노동비","고용노동력 확보 지역","수확 방법","작업로 설치 여부","작업로 설치 면적","작업로 설치 예정 연도","작업로 설치 예정 면적","풀베기방식_기계사용","풀베기방식_제초제 사용","풀베기방식_초생재배","풀베기방식_기타","생산비 조달방법 비중_자부담","생산비 조달방법 비중_정부보조","생산비 조달방법 비중_정부융자","생산비 조달방법 비중_금융기관 융자","생산비 조달방법 비중_수집상 선도금","생산비 조달방법 비중_기타","재배업 전망","재배업 전망_좋아지는 이유","재배업 전망_나빠지는 이유","재배업 계획","재배업 계획_늘리려는 이유","재배업 계획_줄이거나 중단하려는 이유","3년간 생산량 변화","3년간 소득 변화","재배업 애로사항","수입 희망 금액","묘목 생산판매 여부","신규식재 의향","면적 증가 의향","선호 품종","작목 대체 계획","주 대체 작목","재배업 시 시급하게 필요한 사항","친환경 인증 등 공식인증 인증여부","받은 공식인증 종류_친환경인증","받은 공식인증 종류_지리적표시제","받은 공식인증 종류_GAP","받은 공식인증 종류_품질인증","받은 공식인증 종류_기타","사업정보 획득경로","임업경영체 등록여부","임업 관련 지원금 수혜 여부_산림경영기반조성(숲가꾸기 및 임도시설)","임업 관련 지원금 수혜 여부_산림경영기반조성(전문임업인기반조성)","임업 관련 지원금 수혜 여부_산양삼 생산","임업 관련 지원금 수혜 여부_귀산촌인 창업 및 주택구입 지원","임업 관련 지원금 수혜 여부_단기산림소득지원","임업 관련 지원금 수혜 여부_단기산림소득지원 관련 보조수반 융자사업","임업 관련 지원금 수혜 여부_조림목 묘목 생산","임업 관련 지원금 수혜 여부_목재이용활성화 지원","임업 관련 지원금 수혜 여부_임업인경영자금 지원","임업 관련 지원금 수혜 여부_임업인 재해복구 긴급지원","임업 관련 지원금 수혜 여부_산림소득 유통분야 공모사업","임업 관련 지원금 수혜 여부_임산물 수출지원","임업 관련 지원금 수혜 여부_임산물 판로지원 사업","임업 관련 지원금 수혜 여부_없음","산림청에 바라는 점","산림청에 바라는 점_1","가중치"
14,1,3,2,5,3,3,1,2,,13223,13223,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,500,25,1,4058.8815,1630,0,,1,0,,1,0,,1,0,,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,10,,,,,,16,,,,,21,,,,,,,,,,,42,,,,,,,,1,,,,10,,,0,0,,4,3,,,,,,,9997,100,0,0,0,0,0,4,,1,2,,,3,3,1,2000,3,2,2,2,2,,7,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,76.47191255
14,1,3,2,5,5,3,1,2,,1322,1322,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,60,50,1,1800,250,1700,,,1500,,,0,,1,250,,,0,,1,,,,0,0,0,0,0,100,0,100,0,0,0,0,0,,100,0,0,0,2,,2,,,,,,,12,40,5,0,0,0,0,0,57,,2,,,,,,,,10,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,1,,,,70,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,7,3,,3,3,3,1,500,3,2,2,1,2,,8,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,76.47191255
15,1,1,1,4,2,1,,2,,6600,6600,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,150,10,1,1000,500,400,,,400,,,0,,1,500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,20,0,10,0,0,2,0,0,32,,2,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,90,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,1500,3,2,2,2,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,4,3,1,,2,,9917,9917,0,100,90,10,0,0,100,90,10,0,0,0,0,0,0,0,855,20,1,6463.0621,925.1268,21000,,,20000,,,0,,1,20000,,,0,,1,,,,0,30,20,50,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,200,400,50,0,0,20,200,0,870,1,2,3,4,,,7,,9,,,,,14,,16,,,,,21,,,,,,,28,,,,,,,,,10,10,1,1,10,10,60,60,120,80,0,0,1,1,3,,,,1,2,3,,60,40,0,0,0,0,3,,,2,,,3,3,2,2000,3,2,2,1,2,,6,2,,,,,,7,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,4,4,1,,2,,9917,9917,0,100,50,50,0,0,100,50,50,0,0,0,0,0,0,0,310,30,1,1266.24,783.3,1200,,,1200,,,0,,1,750,,,0,,1,,,,0,30,0,70,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,50,100,10,0,0,0,0,0,160,1,2,3,,,,,,9,,,,,,,,,,,,21,,,24,,,,,,,,,,,,,,,1,1,,,70,70,,,0,0,,1,3,,,,1,2,3,,85,15,0,0,0,0,4,,1,2,,,2,2,2,1500,3,2,2,3,2,,2,2,,,,,,3,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,5,2,1,,1,2,2640,2640,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,80,25,1,1600,420,2000,,,2000,,,0,,1,420,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,136,50,50,20,0,0,0,80,336,,2,3,,,,,,,,,12,,,,16,,,,,,,,24,,,,,,,,,,,,,,,1,1,,,60,40,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,1000,3,2,2,2,2,,8,2,,,,,,6,2,,,,,,,,,,10,,,,,751,6,51.86672298
15,1,1,1,5,3,1,,2,,2640,2640,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,50,23,1,3710.3495,13.75,1260,,,1200,,,0,,1,0,,1,0,,1,,,,70,0,30,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,60,55,15,10,0,0,0,0,140,1,2,3,,,,,,9,,11,,13,,,16,,,,,,,,24,,,,,,,,,,,,,,,1,1,,,90,80,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,280,3,2,2,2,2,,7,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,5,5,1,,2,,2370,2370,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,43,13,1,1400,110,840,,,840,,,0,,1,110,,,0,,1,,,,0,0,0,100,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,20,15,0,5,0,0,0,0,40,,2,3,,,,,,,,,,,,,16,,,,,,,,24,,,,,,,,,,,,,,,3,1,,,8,10,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,3,,3,3,3,1,800,3,2,2,2,2,,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,5,5,1,,2,,304,304,0,100,50,50,0,0,100,50,50,0,0,0,0,0,0,0,200,15,1,1800,1500,5000,,,4500,,,0,,1,1500,,,0,,1,,,,60,0,0,40,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,130,200,180,30,0,50,0,0,590,1,2,3,,,,7,,,,,12,,,,16,,,,,,,,,,,,,,,,,,,,,,,3,2,,,50,70,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,5,3,,3,3,3,1,2000,3,2,2,3,2,,3,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,5,5,1,,2,,3300,3300,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,47,36,1,1000,100,500,,,500,,,0,,1,100,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,3,20,3,5,0,1,0,0,32,,,,,,,7,,9,,,,,,,16,,,,,,,,24,,,,,,,,,,,,,,,2,,,,15,,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,1,1000,3,2,2,2,2,,8,2,,,,,,3,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,5,5,1,,2,,3630,3630,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,100,30,1,1500,900,4600,,,4500,,,0,,1,900,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,30,60,60,50,0,20,0,0,220,1,2,3,,,,7,,9,,,12,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,1,,,90,90,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,2,2,1,1500,3,2,2,2,2,,3,2,,,,,,2,2,,,,,,,,,,10,,,,,531,1,51.86672298
15,1,1,1,5,5,1,,2,,4300,4000,300,100,0,100,0,0,100,0,100,0,0,100,0,100,0,0,116,30,1,1641.894,472.5,2500,,,2500,,,0,,1,500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,30,80,30,30,0,5,0,0,175,,2,3,,,,7,,9,,,12,,,,16,,,,,,,,24,,,,,,,,,,,,,,,1,1,,,15,15,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,1,1000,3,2,2,2,2,,4,2,,,,,,3,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,5,5,1,,2,,990,990,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,90,30,1,1000,560,2400,,,2350,,,0,,1,560,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,30,50,50,20,0,10,0,0,160,,2,3,,,,7,,9,,,12,,,,16,,,,,,,,24,,,,,,,,,,,,,,,1,1,,,90,90,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,800,3,2,2,2,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,1,5,5,1,,2,,9900,9900,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,180,30,1,1990.1525,1100,4347,,,4300,,,0,,1,1000,,,0,,1,,,,80,0,20,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,80,160,20,50,0,0,0,0,310,1,2,3,,,,7,,9,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,1,1,,,90,90,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,4,2,,,3,3,3,1003,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,3,2,1,,2,,15000,15000,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,400,20,1,15855,12575,2000,,,2000,,,2000,,,2500,,,2500,,,1,,,0,0,0,0,70,30,0,0,0,0,0,0,100,100,100,0,0,0,1,300,1,0,50,20,30,0,3,30,0,20,0,150,30,500,0,730,1,,,,,,,,,,,,,14,,16,,,,,21,,,24,,,,,,,,,,,,,2,4,3,2,10,10,180,180,120,120,0,0,1,1,3,,,,1,,,,100,0,0,0,0,0,4,,7,2,,,3,3,3,8000,3,2,2,1,2,,7,2,,,,,,2,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,4,3,1,,1,2,6000,6000,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,120,7,1,1200,800,480,,,480,,,,1,,0,,1,800,,,3,1,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,10,20,10,2,0,0,0,0,42,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,90,90,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,2,2,3,1500,3,2,2,2,2,,9,2,,,,,,3,1,1,,,4,,,,,,,,,,,,,51.86672298
15,1,1,2,5,5,1,,1,1,100,100,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,85,46,1,700,350,2600,,,2500,,,0,,1,350,,,0,,1,,,,0,0,0,0,0,0,100,,,,,,,,100,0,0,0,2,,2,,,,,,,30,50,50,30,0,30,0,0,190,1,2,3,,,,7,,9,,,12,,,,16,,,,,,,,24,,,,,,,,,,,,,,,1,1,,,20,80,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,600,3,2,2,1,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,5,5,1,,2,,100,100,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,20,46,1,1000,280,1200,,,1100,,,0,,1,280,,,0,,1,,,,0,0,0,0,0,0,100,,,,,,,,100,0,0,0,2,,2,,,,,,,20,40,20,10,0,5,0,0,95,,,3,,,,7,,9,,,,,,,16,,18,,,,,,,,,,,,,,,,,,,,,1,1,,,60,60,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,2,3,,3,3,3,1,500,3,2,2,2,2,,3,2,,,,,,6,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,5,5,1,,2,,122,122,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,50,40,2,1000,200,1100,,,1000,,,0,,1,300,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,50,20,25,5,0,0,30,0,130,,2,,,,,7,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,1,,1,2,3,,10,10,100,,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,4,,2,4,,3,3,3,2,700,3,2,2,2,2,,8,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,5,5,1,,2,,182,182,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,50,50,1,300,300,1800,,,1500,,,0,,1,300,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,15,25,30,3,0,0,20,0,93,,2,,,,,,,9,10,,,,,,16,,,,,,,,,,,,,,,,,,,,,1,,1,1,2,,10,30,200,,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,3,,3,2,2,3,600,3,2,2,2,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,5,5,1,,2,,304,304,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,100,50,1,800,800,5500,,,5000,,,0,,1,800,,,0,,1,,,,0,0,0,100,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,50,70,2,2,0,8,30,0,162,,2,,,,,,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,1,,1,1,3,,10,130,100,,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,5,,2,3,,3,3,3,3,1000,3,2,2,1,2,,3,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,5,5,1,,2,,3300,3300,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,68,23,1,500,320,1391,,,1370,,,0,,1,320,,,0,,1,,,,70,0,30,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,30,48,10,12,0,0,0,0,100,,2,3,,,,,,9,,,,,,,16,,,,,21,,,24,,,,,,,,,,,,,,,1,1,,,90,80,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,500,3,2,2,2,2,,3,2,,,,,,3,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,5,5,1,,2,,90,90,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,20,50,1,300,300,1500,,,1500,,,0,,1,300,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,20,30,30,3,0,3,6,0,92,,2,,,,,,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,5,50,60,,0,0,1,1,3,,,,,,,9997,100,0,0,0,0,0,4,,2,2,,,2,3,2,500,3,2,2,1,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,51.86672298
15,1,1,2,5,5,1,,2,,9917,9917,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,200,30,1,2628.1732,1406.7362,2500,,,2000,,,0,,1,2000,,,0,,1,,,,0,20,0,80,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,20,290,20,70,0,0,200,0,600,1,2,3,,,,,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,5,6,1,2,15,6,30,30,,,0,0,1,1,3,,,,1,2,3,,90,10,0,0,0,0,4,,4,2,,,1,3,2,5000,3,2,2,1,2,,7,2,,,,,,3,1,,,,,,,,,,,,,,9998,,,51.86672298
15,1,2,1,1,1,2,4,1,4,90000,90000,0,100,0,20,80,0,100,0,20,80,0,0,0,0,0,0,30,8,1,2400,200,1200,,,1200,,,0,,1,200,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,5,5,2,2,0,0,0,0,14,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,300,3,2,2,2,2,,4,2,,,,,,10,1,1,,,,,,,,,,,,,,,,76.94607182
15,1,2,1,2,1,2,6,2,,394,394,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,200,30,1,5000,960,4200,,,4000,,,0,,1,960,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,100,200,100,20,0,50,0,0,470,,2,3,,,,7,,,,,,,14,,16,,,,,,,,24,,,,,,,,,,,,,,,2,1,,,70,100,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,2,2,,2,,,1,1,3,2500,3,2,2,2,2,,1,2,,,,,,2,2,,,,,,,,,,,,,,9998,,,76.94607182
15,1,2,1,3,2,2,1,2,,14750,0,14750,100,0,100,0,0,0,0,0,0,0,100,0,100,0,0,246,40,1,2100,1600,10350,,,10350,,,0,,1,1350,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,100,170,186,70,70,0,0,291,887,,,3,,,,,,9,,,12,,,,16,,18,,,,,,,,,,,,,,,,,,,,,2,2,,,47,37,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,3,3,3000,3,2,2,2,2,,8,2,,,,,,6,2,,,,,,,,,,10,,,,,751,6,76.94607182
15,1,2,1,3,2,2,1,2,,152,152,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,20,15,1,800,108,900,,,864,,,0,,1,108,,,0,,1,,,,0,0,0,100,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,25,30,1,3,0,3,0,0,62,,2,,,,,7,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,1,,,30,30,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,2,2,,1,3,,1,2,3,1000,3,2,2,1,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,76.94607182
15,1,2,1,3,2,2,4,2,,305,182,123,100,0,59.672131147541,0,40.327868852459,100,0,100,0,0,100,0,0,0,100,130,30,1,4459.2354,960.85,7500,,,1000,,,6500,,,300,,,1250,,,2,3,,10,0,0,0,0,90,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,150,150,30,10,20,20,0,0,380,1,2,3,,,,7,,9,,,12,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,2,,,100,250,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,2,1500,3,2,2,3,2,,6,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,76.94607182
15,1,2,1,3,2,2,5,2,,9587,0,9587,100,0,100,0,0,0,0,0,0,0,100,0,100,0,0,500,40,1,2280.7805,2197,7500,,,7500,,,0,,1,1500,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,60,200,30,50,100,10,270,0,720,,,,,,,7,,9,,,,,14,,16,,,,,,,,,,,,,,,,,,,,,2,1,1,,6,12,50,,130,100,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,1,1500,3,2,2,2,2,,7,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,76.94607182
15,1,2,1,3,2,2,6,2,,213,213,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,260,20,1,1245.41,859.11,6500,,,6000,,,0,,1,600,,,0,,1,,,,70,0,0,30,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,30,30,50,10,0,3,0,0,123,1,2,3,,,,7,,9,,,,13,,,16,,,,,,,,,,,,,,,,,,,,,,,1,1,,,70,70,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,4,2,,,2,2,2,1000,3,2,2,2,2,,3,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,76.94607182
15,1,2,1,3,4,2,1,1,1,6000,6000,0,100,0,50,50,0,100,0,50,50,0,0,0,0,0,0,10,7,1,1500,100,400,,,400,,,0,,1,100,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,2,2,2,2,0,0,0,0,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,2,2,3,300,3,2,2,1,2,,1,2,,,,,,4,1,1,,,,,,,,,,,,,,,,76.94607182
15,1,2,1,3,4,2,1,2,,182,182,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,120,40,1,5000,1000,5000,,,5000,,,0,,1,1000,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,100,80,120,10,0,20,0,0,330,,2,,,,,7,,9,,,,13,,,16,,,,,,,,,,,,,,,,,,,,,,,1,1,,,70,70,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,2,1500,3,2,2,3,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,76.94607182
15,1,2,1,3,4,2,1,2,,286,286,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,200,40,1,2140,1100,7400,,,7000,,,0,,1,1200,,,0,,1,,,,80,0,0,20,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,150,200,130,30,0,70,0,0,580,1,2,3,,,,7,,9,,,12,13,,,16,,,,,21,,,24,,,,28,,,,,,,,,,,1,1,,,110,70,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,2,2000,3,2,2,1,2,,4,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,76.94607182
15,1,2,1,4,1,2,1,2,,5000,0,5000,100,0,50,50,0,0,0,0,0,0,100,0,50,50,0,5,7,1,1600,70,200,,,100,,,0,,1,50,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,5,5,2,2,5,0,0,0,19,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0,0,,1,3,,,,,2,,,100,0,0,0,0,0,3,,,2,,,2,2,3,200,3,2,2,2,2,,9,2,,,,,,10,1,,,,,,,,,,,,,,9998,,,76.94607182
15,1,2,1,4,1,2,1,2,,607,455,152,100,0,100,0,0,100,0,100,0,0,100,0,100,0,0,250,25,1,4000,1800,11200,,,11100,,,0,,1,1800,,,0,,1,,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,300,350,170,30,30,70,0,0,950,1,2,3,,,,7,,,,,12,13,,,16,,,,,21,,,24,,,,,,,,,,,,,,,1,2,,,150,100,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,2,3000,3,2,2,1,2,,4,2,,,,,,2,1,,,,,,,,,,,,,,9998,,,76.94607182
