"지역구분","업종구분","경영형태","경영주 성별","연령","종사 기간별","전겸업 여부","겸업 주 업종","산림소유 여부","산림 규모별","재배지 면적","소유지 면적","임차지 면적","지목구성_재배지_전체","지목구성_재배지_논","지목구성_재배지_밭","지목구성_재배지_임야","지목구성_재배지_기타","지목구성_소유지_전체","지목구성_소유지_논","지목구성_소유지_밭","지목구성_소유지_임야","지목구성_소유지_기타","지목구성_임차지_전체","지목구성_임차지_논","지목구성_임차지_밭","지목구성_임차지_임야","지목구성_임차지_기타","재배본수","평균수령","재배지 운영 관리방식","가구총수입","임업총수입","생산량","생산량_포전판매","생산량_없음","판매량_원물","판매량_원물_포전판매","판매량_원물_없음","판매량_가공","판매량_가공_포전판매","판매량_가공_없음","판매수입_원물","판매수입_원물_포전판매","판매수입_원물_없음","판매수입_가공","판매수입_가공_포전판매","판매수입_가공_없음","판매 가공품 종류_1","판매 가공품 종류_2","판매 가공품 종류_3","주요 판매처 비율_농협","주요 판매처 비율_산림조합","주요 판매처 비율_수집상","주요 판매처 비율_가공업체","주요 판매처 비율_도소매상","주요 판매처 비율_직거래","주요 판매처 비율_기타","온라인_직거래 판매방법_전화주문","온라인_직거래 판매방법_인터넷주문","온라인_직거래 판매방법_기타온라인판매","오프라인_직거래 판매방법_직접판매","오프라인_직거래 판매방법_임산물축제","오프라인_직거래 판매방법_기타온라인판매","직거래 합계","판매대금 결제방법별 비중_1개월 이내 현금","판매대금 결제방법별 비중_후불","판매대금 결제방법별 비중_선도금","판매대금 결제방법별 비중_기타","재고량 여부","재고량","저장경험","판매 떫은감의 출하시기_수확 ~ 추석 이전","판매 떫은감의 출하시기_추석 연휴 판매","판매 떫은감의 출하시기_추석이후 ~ 12월 31일","판매 떫은감의 출하시기_1월 1일~설 이전","판매 떫은감의 출하시기_설 이후","저장 주된 목적","투입비용_비료비","투입비용_농약비","투입비용_기타재료비","투입비용_수도광열비","투입비용_임차료","투입비용_수선비","투입비용_인건비","투입비용_기타","투입비용_합계","보유 시설 및 장비_건조기","보유 시설 및 장비_경운기","보유 시설 및 장비_관리기","보유 시설 및 장비_관리사","보유 시설 및 장비_관정","보유 시설 및 장비_굴삭기","보유 시설 및 장비_기계톱","보유 시설 및 장비_다목적관리기","보유 시설 및 장비_동력분무기","보유 시설 및 장비_동력약제살포기","보유 시설 및 장비_드릴","보유 시설 및 장비_선별기","보유 시설 및 장비_소형 화물차","보유 시설 및 장비_소형트럭","보유 시설 및 장비_시설하우스","보유 시설 및 장비_예초기(예취기)","보유 시설 및 장비_온실","보유 시설 및 장비_운반차","보유 시설 및 장비_자동 접종기","보유 시설 및 장비_자동세척기","보유 시설 및 장비_(저온)저장고","보유 시설 및 장비_종균 성형기","보유 시설 및 장비_지게차","보유 시설 및 장비_창고","보유 시설 및 장비_천공기","보유 시설 및 장비_키크레인(트럭)","보유 시설 및 장비_탈피기","보유 시설 및 장비_트랙터","보유 시설 및 장비_항공방제","보유 시설 및 장비_수동분무기","보유 시설 및 장비_사륜오토바이","보유 시설 및 장비_SS기","보유 시설 및 장비_감타래","보유 시설 및 장비_전동가위","보유 시설 및 장비_기타","보유 시설 및 장비_없음","고용노동남성 총인원수","고용노동여성 총인원수","자가노동남성 총인원수","자가노동여성 총인원수","고용노동남성 1인당 평균작업일수","고용노동여성 1인당 평균작업일수","자가노동남성 1인당 평균작업일수","자가노동여성 1인당 평균작업일수","고용노동남성 1인당 하루평균노동비","고용노동여성 1인당 하루평균노동비","자가노동남성 1인당 하루평균노동비","자가노동여성 1인당 하루평균노동비","고용노동력 확보 지역","수확 방법","작업로 설치 여부","작업로 설치 면적","작업로 설치 예정 연도","작업로 설치 예정 면적","풀베기방식_기계사용","풀베기방식_제초제 사용","풀베기방식_초생재배","풀베기방식_기타","생산비 조달방법 비중_자부담","생산비 조달방법 비중_정부보조","생산비 조달방법 비중_정부융자","생산비 조달방법 비중_금융기관 융자","생산비 조달방법 비중_수집상 선도금","생산비 조달방법 비중_기타","재배업 전망","재배업 전망_좋아지는 이유","재배업 전망_나빠지는 이유","재배업 계획","재배업 계획_늘리려는 이유","재배업 계획_줄이거나 중단하려는 이유","3년간 생산량 변화","3년간 소득 변화","재배업 애로사항","수입 희망 금액","묘목 생산판매 여부","신규식재 의향","면적 증가 의향","선호 품종","작목 대체 계획","주 대체 작목","재배업 시 시급하게 필요한 사항","친환경 인증 등 공식인증 인증여부","받은 공식인증 종류_친환경인증","받은 공식인증 종류_지리적표시제","받은 공식인증 종류_GAP","받은 공식인증 종류_품질인증","받은 공식인증 종류_기타","사업정보 획득경로","임업경영체 등록여부","임업 관련 지원금 수혜 여부_산림경영기반조성(숲가꾸기 및 임도시설)","임업 관련 지원금 수혜 여부_산림경영기반조성(전문임업인기반조성)","임업 관련 지원금 수혜 여부_산양삼 생산","임업 관련 지원금 수혜 여부_귀산촌인 창업 및 주택구입 지원","임업 관련 지원금 수혜 여부_단기산림소득지원","임업 관련 지원금 수혜 여부_단기산림소득지원 관련 보조수반 융자사업","임업 관련 지원금 수혜 여부_조림목 묘목 생산","임업 관련 지원금 수혜 여부_목재이용활성화 지원","임업 관련 지원금 수혜 여부_임업인경영자금 지원","임업 관련 지원금 수혜 여부_임업인 재해복구 긴급지원","임업 관련 지원금 수혜 여부_산림소득 유통분야 공모사업","임업 관련 지원금 수혜 여부_임산물 수출지원","임업 관련 지원금 수혜 여부_임산물 판로지원 사업","임업 관련 지원금 수혜 여부_없음","산림청에 바라는 점","산림청에 바라는 점_1","가중치"
11,1,1,1,4,2,1,,2,,1000,1000,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,15,10,1,1200,20,250,,,200,,,0,,1,20,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,10,5,2,2,0,0,0,0,19,,,,,,,,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,30,,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,5,,5,2,,,3,3,3,200,3,2,2,2,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,19.70237468
11,1,1,1,4,3,1,,2,,5600,5600,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,230,21,1,5000,1000,5000,,,0,,1,5000,,,0,,1,1000,,,1,,,80,0,0,0,0,20,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,100,100,10,5,0,0,50,0,265,,2,3,,,,7,,,,,,,,,16,,18,,,,,,,,,,,,,,,,,,,2,,1,1,2,,150,50,200,,0,0,1,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,2,2,2,2000,3,2,2,2,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,19.70237468
11,1,1,1,5,5,1,,2,,4646,4646,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,25,17,1,3000,50,200,,,0,,1,0,,1,0,,1,0,,1,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,20,20,5,5,0,0,0,0,50,1,,,,,,,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,1,,,70,10,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,2,2,,,3,3,1,1000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,19.70237468
11,1,1,2,5,4,1,,2,,3305,3305,0,100,100,0,0,0,100,100,0,0,0,0,0,0,0,0,100,30,1,2000,2000,1350,,,0,,1,1350,,,0,,1,2000,,,1,,,65,0,0,0,0,35,0,0,0,0,0,0,100,,100,0,0,0,2,,1,0,0,50,50,0,3,200,70,100,60,0,10,0,50,490,1,2,3,,,,,,9,,,,,,,16,,,,,21,,,,,,27,,,,,,,,,,,,4,1,,,30,45,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,1,2,,,3,3,3,3000,3,2,2,2,2,,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,19.70237468
11,1,2,1,3,2,2,1,2,,3096,3096,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,80,10,1,2500,500,250,,,0,,1,250,,,0,,1,500,,,1,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,10,25,5,10,0,0,0,0,50,1,2,3,,,,7,,,10,,,13,,,16,,,,,21,,,,,,,,,,,,,,,,,,1,1,,,45,15,150,130,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,2,2,2,1000,3,2,2,2,2,,8,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,55.19641706
11,1,2,1,3,3,2,1,1,3,3306,3306,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,300,7,1,21246.5305,5513.9017,1350,,,0,,1,1350,,,0,,1,1500,,,1,,,80,0,0,0,0,20,0,0,0,0,0,0,100,,100,0,0,0,2,,1,0,0,30,70,0,3,140,100,200,50,0,0,60,20,570,1,2,3,,5,,7,,9,10,11,12,13,,,16,,18,,,21,,,,,,27,,,,,,,,,,2,5,1,1,5,5,60,60,200,110,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,1,1,,1,1,,1,1,1,5000,3,1,1,2,2,,7,2,,,,,,3,2,,,,,,,,,,,,,,9998,550,1,55.19641706
11,1,2,1,3,3,2,1,2,,1000,1000,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,15,15,1,1500,50,500,,,500,,,0,,1,50,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,5,10,5,5,0,0,0,0,25,1,2,3,,,,7,,9,,,,,,,16,,,,,21,,,,,,,,,,,,,,,,,,1,1,,,30,5,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,5,,4,3,,4,3,3,3,300,3,2,2,2,2,,4,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,55.19641706
11,1,2,1,3,3,2,1,2,,800,800,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,50,27,1,3500,600,2000,,,1000,,,1000,,,100,,,500,,,1,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,50,50,10,5,0,0,60,0,175,1,,3,,,,7,,9,,,,,14,,16,,18,,,,,,,,,,,,,,,,,,,2,1,1,1,2,1,100,50,200,100,0,0,1,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,3,3,3,2500,3,2,2,2,2,,8,2,,,,,,10,2,,,,,,,,,,,,,,9998,801,7,55.19641706
11,1,2,1,4,1,2,1,2,,7854,7854,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,100,40,1,1000,400,4000,,,4000,,,0,,1,400,,,0,,1,,,,0,0,0,0,100,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,100,130,100,50,0,0,80,0,460,1,2,,,5,,7,,9,10,,,13,,,16,,,,,,,,,,,,,,,,,,,,,1,,1,1,8,,60,30,80,,0,0,1,1,1,2380,,,1,2,,,100,0,0,0,0,0,5,,4,2,,,3,3,3,3000,3,1,2,1,2,,3,2,,,,,,2,1,,,,,,,,,,,,,,9998,751,6,55.19641706
11,1,2,1,4,2,2,1,2,,5808,5808,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,170,11,1,3500,250,1000,,,0,,1,1000,,,0,,1,250,,,1,,,100,0,0,0,0,0,0,,,,,,,,100,0,0,0,2,,2,,,,,,,20,20,10,5,0,0,0,0,55,1,2,,,,,7,8,9,,,,,14,,16,,18,,,,,,,,,,,,,,,,,,,,,1,1,,,100,100,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,4,,2,2,,,3,3,3,2000,3,2,2,2,2,,8,2,,,,,,2,2,,,,,,,,,,,,,,9998,,,55.19641706
11,1,2,1,4,3,2,1,2,,3300,3300,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,150,25,1,1200,50,50,,,0,,1,0,,1,0,,1,0,,1,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,0,20,0,5,0,0,0,0,25,1,2,3,,,,,,9,,,,,14,,16,,,,,,,,24,,,,,,,,,,,,,,,1,1,,,,,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,5,,7,4,,3,3,3,3,500,3,2,2,2,2,,7,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,55.19641706
11,1,2,1,4,3,2,1,2,,8265,8265,0,100,10,90,0,0,100,10,90,0,0,0,0,0,0,0,300,22,1,9299.6036,1384.6018,1350,,,0,,1,1350,,,0,,1,2500,,,1,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,0,100,0,3,155,80,150,5,0,15,0,25,430,,2,3,,,,7,,9,,11,,13,,,16,,18,,,21,,,,,,27,,,,,,43,,,,,,1,1,,,90,90,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,2,4,,2,,,2,1,3,4000,3,1,2,3,2,,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,553,1,55.19641706
11,1,2,1,4,3,2,1,2,,9917,9917,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,500,20,1,10000,5100,2700,,,0,,1,2700,,,0,,1,5000,,,1,,,5,0,0,0,0,95,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,5,95,0,3,200,165,100,130,100,20,500,50,1265,1,2,3,,,,7,,9,10,,12,13,14,,16,,,,,21,,,,,,27,,,,,,43,,,,5,3,1,1,4,10,90,90,200,100,0,0,1,1,3,,,,1,2,,,100,0,0,0,0,0,3,,,2,,,3,2,1,5000,3,2,2,2,2,,9,2,,,,,,6,2,,,,,,,,,,,,,,9998,,,55.19641706
11,1,2,1,4,4,2,1,2,,7108,496,6612,100,0,100,0,0,100,0,100,0,0,100,0,100,0,0,140,20,1,3714.1349,562.3392,1750,,,400,,,1350,,,50,,,2000,,,1,,,90,0,0,0,0,10,0,0,0,0,100,0,0,,100,0,0,0,2,,1,0,0,50,50,0,3,90,90,150,50,210,10,0,10,610,,,,,,,7,,9,,,,,14,,16,,18,,,21,,,,,,27,,,,,,43,,,,,,1,1,,,90,60,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,4,,4,3,,3,3,3,3,3000,3,1,2,2,2,,3,2,,,,,,6,2,,,,,,,,,,,,,,9998,701,5,55.19641706
11,1,2,1,4,5,2,1,2,,2970,2970,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,40,40,1,1500,20,300,,,200,,,0,,1,20,,,0,,1,,,,0,0,0,0,0,100,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,10,10,5,5,0,0,0,0,30,1,,3,,,,7,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,,,,20,,150,130,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,5,,5,2,,,3,3,4,20,3,2,2,2,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,55.19641706
11,1,2,1,5,2,2,5,1,2,3306,0,3306,100,70,0,0,30,0,0,0,0,0,100,70,0,0,30,50,12,1,500,400,315,,,0,,1,315,,,0,,1,300,,,1,,,35,0,0,0,0,65,0,0,0,0,0,0,100,,100,0,0,0,2,,1,0,0,0,100,0,3,40,35,10,5,0,5,5,5,105,,,3,,,,7,,9,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,1,1,,,60,30,,,0,0,,1,3,,,,1,2,,,100,0,0,0,0,0,5,,6,2,,,3,3,3,2000,3,2,2,2,2,,7,2,,,,,,6,2,,,,,,,,,,,,,,9998,576,2,55.19641706
11,1,2,1,5,3,2,1,2,,1050,1050,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,50,20,1,3000,650,2000,,,0,,1,2000,,,0,,1,500,,,1,,,90,0,0,0,0,10,0,0,0,0,100,0,0,,100,0,0,0,2,,2,,,,,,,20,20,5,2,0,2,0,0,49,1,,,,,,7,,,,,,,14,,16,,18,,,,,,,,,,,,,,,,,,,,,1,1,,,150,50,,,0,0,,1,3,,,,1,,,,100,0,0,0,0,0,3,,,2,,,2,2,2,2000,3,2,2,2,2,,3,2,,,,,,10,2,,,,,,,,,,,,,,9998,,,55.19641706
